"101年01月12日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2409  ","友達            ","8,303,000","17,000","8,286,000",
" ","3481  ","群創            ","4,000,000","12,000","3,988,000",
" ","2609  ","陽明            ","3,580,000","8,000","3,572,000",
" ","2337  ","旺宏            ","3,539,000","13,000","3,526,000",
" ","1305  ","華夏            ","3,031,000","0","3,031,000",
" ","2303  ","聯電            ","2,647,000","47,000","2,600,000",
" ","1314  ","中石化          ","2,180,000","9,000","2,171,000",
" ","1409  ","新纖            ","1,950,000","14,000","1,936,000",
" ","2325  ","矽品            ","1,748,000","64,000","1,684,000",
" ","5871  ","中租-KY         ","1,841,000","240,000","1,601,000",
" ","6285  ","啟碁            ","1,454,000","51,000","1,403,000",
" ","2311  ","日月光          ","2,000,000","637,000","1,363,000",
" ","6153  ","嘉聯益          ","1,365,000","2,000","1,363,000",
" ","3576  ","聯合再生        ","1,363,000","3,000","1,360,000",
" ","2379  ","瑞昱            ","1,299,000","2,000","1,297,000",
" ","4958  ","臻鼎-KY         ","1,273,000","0","1,273,000",
" ","3034  ","聯詠            ","1,398,000","285,000","1,113,000",
" ","2823  ","中壽            ","1,000,000","12,000","988,000",
" ","1313  ","聯成            ","810,000","5,000","805,000",
" ","2458  ","義隆            ","757,000","1,000","756,000",
" ","2105  ","正新            ","902,000","277,000","625,000",
" ","3189  ","景碩            ","597,000","2,000","595,000",
" ","6286  ","立錡            ","605,000","96,000","509,000",
" ","2603  ","長榮            ","474,000","9,000","465,000",
" ","2474  ","可成            ","460,000","3,000","457,000",
" ","3044  ","健鼎            ","458,000","1,000","457,000",
" ","5388  ","中磊            ","440,000","0","440,000",
" ","3231  ","緯創            ","435,000","11,000","424,000",
" ","6271  ","同欣電          ","517,000","97,000","420,000",
" ","3311  ","閎暉            ","1,024,000","619,000","405,000",
" ","3037  ","欣興            ","394,000","5,000","389,000",
" ","2382  ","廣達            ","383,000","11,000","372,000",
" ","8039  ","台虹            ","357,000","1,000","356,000",
" ","3514  ","昱晶            ","336,000","2,000","334,000",
" ","2449  ","京元電子        ","300,000","5,000","295,000",
" ","3598  ","奕力            ","294,000","0","294,000",
" ","6239  ","力成            ","485,000","206,000","279,000",
" ","2610  ","華航            ","284,000","7,000","277,000",
" ","3545  ","敦泰            ","272,000","0","272,000",
" ",="0061  ","元大寶滬深      ","270,000","0","270,000",
" ","2450  ","神腦            ","273,000","13,000","260,000",
" ","2499  ","東貝            ","260,000","1,000","259,000",
" ","2704  ","國賓            ","248,000","1,000","247,000",
" ","2376  ","技嘉            ","236,000","29,000","207,000",
" ","3035  ","智原            ","202,000","1,000","201,000",
" ","2439  ","美律            ","200,000","0","200,000",
" ","8078  ","華寶            ","642,000","464,000","178,000",
" ","1227  ","佳格            ","317,000","155,000","162,000",
" ","9939  ","宏全            ","160,000","1,000","159,000",
" ","4938  ","和碩            ","150,000","8,000","142,000",
" ","3638  ","F-IML           ","137,000","0","137,000",
" ","1308  ","亞聚            ","137,000","1,000","136,000",
" ","9905  ","大華            ","135,000","2,000","133,000",
" ","2834  ","臺企銀          ","637,000","517,000","120,000",
" ","6278  ","台表科          ","130,000","13,000","117,000",
" ","1217  ","愛之味          ","100,000","0","100,000",
" ","2455  ","全新            ","140,000","41,000","99,000",
" ","2911  ","麗嬰房          ","100,000","1,000","99,000",
" ","3605  ","宏致            ","100,000","1,000","99,000",
" ","1736  ","喬山            ","99,000","1,000","98,000",
" ","2451  ","創見            ","100,000","3,000","97,000",
" ","2308  ","台達電          ","101,000","6,000","95,000",
" ","1710  ","東聯            ","110,000","17,000","93,000",
" ","3519  ","綠能            ","90,000","1,000","89,000",
" ","5471  ","松翰            ","100,000","11,000","89,000",
" ","4144  ","康聯-KY         ","70,000","0","70,000",
" ","2457  ","飛宏            ","80,000","13,000","67,000",
" ","1476  ","儒鴻            ","306,000","253,000","53,000",
" ","6213  ","聯茂            ","50,000","1,000","49,000",
" ","2374  ","佳能            ","50,000","5,000","45,000",
" ","3008  ","大立光          ","52,000","7,000","45,000",
" ","9934  ","成霖            ","45,000","1,000","44,000",
" ",="0056  ","元大高股息      ","30,000","0","30,000",
" ","1560  ","中砂            ","30,000","1,000","29,000",
" ","3036  ","文曄            ","30,000","1,000","29,000",
" ","1477  ","聚陽            ","28,000","6,000","22,000",
" ","2707  ","晶華            ","21,000","0","21,000",
" ","2227  ","裕日車          ","18,000","1,000","17,000",
" ","2915  ","潤泰全          ","16,000","1,000","15,000",
" ","2049  ","上銀            ","15,000","1,000","14,000",
" ","2498  ","宏達電          ","69,000","55,000","14,000",
" ","9904  ","寶成            ","25,000","12,000","13,000",
" ","2723  ","美食-KY         ","10,000","1,000","9,000",
" ","4904  ","遠傳            ","53,000","2,890,000","-2,837,000",
" ","2330  ","台積電          ","4,000","2,609,000","-2,605,000",
" ","2412  ","中華電          ","5,000","2,040,000","-2,035,000",
" ","1101  ","台泥            ","0","1,945,000","-1,945,000",
" ","2347  ","聯強            ","0","1,490,000","-1,490,000",
" ","2886  ","兆豐金          ","965,000","2,324,000","-1,359,000",
" ","6192  ","巨路            ","0","1,152,500","-1,152,500",
" ","3045  ","台灣大          ","3,000","1,055,000","-1,052,000",
" ","2002  ","中鋼            ","0","1,048,000","-1,048,000",
" ","2324  ","仁寶            ","58,000","1,035,000","-977,000",
" ","1231  ","聯華食          ","0","766,000","-766,000",
" ","6269  ","台郡            ","516,000","1,239,876","-723,876",
" ","3673  ","TPK-KY          ","22,000","698,000","-676,000",
" ","2317  ","鴻海            ","270,000","934,000","-664,000",
" ","2601  ","益航            ","0","659,000","-659,000",
" ","9945  ","潤泰新          ","76,000","721,000","-645,000",
" ","2908  ","特力            ","0","632,000","-632,000",
" ","2885  ","元大金          ","574,000","1,201,000","-627,000",
" ","3380  ","明泰            ","200,000","787,000","-587,000",
" ","4906  ","正文            ","0","571,000","-571,000",
" ","3376  ","新日興          ","0","541,000","-541,000",
" ",="0055  ","元大MSCI金融    ","150,000","690,000","-540,000",
" ","2801  ","彰銀            ","0","534,000","-534,000",
" ","2912  ","統一超          ","36,000","560,000","-524,000",
" ","1216  ","統一            ","538,000","1,053,000","-515,000",
" ","2301  ","光寶科          ","0","515,000","-515,000",
" ","1201  ","味全            ","0","455,000","-455,000",
" ","2892  ","第一金          ","0","446,000","-446,000",
" ","4960  ","誠美材          ","0","419,000","-419,000",
" ","9907  ","統一實          ","0","407,000","-407,000",
" ","1312  ","國喬            ","0","404,000","-404,000",
" ","2354  ","鴻準            ","0","387,000","-387,000",
" ","2448  ","晶電            ","110,000","489,000","-379,000",
" ","2106  ","建大            ","0","366,000","-366,000",
" ","1434  ","福懋            ","0","355,000","-355,000",
" ","1722  ","台肥            ","0","351,000","-351,000",
" ","2480  ","敦陽科          ","0","350,000","-350,000",
