"100年10月24日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="0050  ","元大台灣50      ","13,070,000","2,889,000","10,181,000",
="044582","GIS凱基92購01   ","8,144,000","1,068,000","7,076,000",
="042285","臺股指富邦8C購02","4,049,000","20,000","4,029,000",
="041609","國巨國泰91購04  ","3,384,000","0","3,384,000",
"2881  ","富邦金          ","4,084,000","859,285","3,224,715",
="044637","滬深2X元富94購01","3,388,000","180,000","3,208,000",
"2303  ","聯電            ","3,689,000","732,000","2,957,000",
"2886  ","兆豐金          ","3,396,041","728,000","2,668,041",
="044204","TPK亞東92購01   ","2,933,000","552,000","2,381,000",
"2892  ","第一金          ","2,668,000","385,000","2,283,000",
"2891  ","中信金          ","2,228,000","144,000","2,084,000",
="045949","貿聯日盛92購01  ","2,080,000","0","2,080,000",
="042863","聯發科群益91購01","2,179,000","125,000","2,054,000",
="040444","宏達電元富8B購01","2,007,000","0","2,007,000",
="05014P","臺股指元大95售05","1,970,000","261,000","1,709,000",
"2823  ","中壽            ","1,848,000","161,000","1,687,000",
"2801  ","彰銀            ","2,117,500","478,000","1,639,500",
="04909P","鴻海統一94售10  ","1,888,000","269,000","1,619,000",
="04309P","滬深2X統一93售05","1,565,000","0","1,565,000",
="045404","智邦台新92購01  ","1,591,000","100,000","1,491,000",
="043489","大立光兆豐92購03","1,483,000","0","1,483,000",
"2317  ","鴻海            ","2,032,000","551,000","1,481,000",
="043511","上銀富邦93購01  ","1,447,000","0","1,447,000",
="042455","康控凱基8C購01  ","1,667,000","221,000","1,446,000",
="038708","鴻海富邦8A購01  ","5,282,000","3,844,000","1,438,000",
="039791","鴻海兆豐8C購01  ","1,433,000","1,000","1,432,000",
"2887  ","台新金          ","1,582,000","187,000","1,395,000",
="043989","和鑫元大91購02  ","1,611,000","242,000","1,369,000",
="044908","玉晶光凱基93購01","1,400,000","45,000","1,355,000",
="044252","友達麥證91購01  ","2,522,000","1,184,000","1,338,000",
="045590","正文元大92購01  ","1,600,000","308,000","1,292,000",
="042441","大立光中信91購02","1,460,000","199,000","1,261,000",
="042852","GIS凱基91購02   ","1,262,000","1,000","1,261,000",
="045972","致伸凱基92購03  ","1,484,000","240,000","1,244,000",
="044870","上銀統一91購02  ","1,278,000","44,000","1,234,000",
="045771","國巨元大93購08  ","1,449,000","218,000","1,231,000",
"5854  ","合庫            ","1,235,800","8,000","1,227,800",
"2820  ","華票            ","1,242,000","20,000","1,222,000",
="045373","台化元大92購01  ","1,437,000","216,000","1,221,000",
="043411","台光電凱基91購03","2,178,000","980,000","1,198,000",
="043290","揚明光元大94購01","1,199,000","99,000","1,100,000",
="04688P","大立光凱基94售09","2,045,000","948,000","1,097,000",
"2882  ","國泰金          ","1,288,420","197,000","1,091,420",
="043465","南亞科元大91購05","1,089,000","0","1,089,000",
="041757","台表科兆豐91購01","1,065,000","1,000","1,064,000",
="041652","奇力新永豐8C購01","1,061,000","0","1,061,000",
="044423","元油2X國泰92購01","1,673,000","615,000","1,058,000",
="0055  ","元大MSCI金融    ","1,586,000","531,000","1,055,000",
="044402","景碩凱基93購01  ","1,030,000","0","1,030,000",
="044048","啟碁麥證91購01  ","1,027,000","0","1,027,000",
="044851","志超統一91購01  ","1,259,000","241,000","1,018,000",
"2337  ","旺宏            ","1,216,000","219,000","997,000",
="042795","卜蜂元大8C購03  ","992,000","0","992,000",
"1605  ","華新            ","1,093,000","103,000","990,000",
="044651","旺宏台新93購01  ","1,039,000","109,000","930,000",
"2454  ","聯發科          ","1,088,000","185,000","903,000",
"2880  ","華南金          ","1,108,000","212,000","896,000",
="044165","聯發科元大92購04","929,000","40,000","889,000",
"2409  ","友達            ","1,234,000","361,000","873,000",
