"095年12月21日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="04664 ","凱基5M          ","27,346,000","640,000","26,706,000",
="04658 ","群益88          ","27,602,000","1,231,000","26,371,000",
="04666 ","寶來EL          ","13,994,000","18,000","13,976,000",
="04663 ","永豐9H          ","15,672,000","1,710,000","13,962,000",
="04667 ","凱基5Q          ","13,846,000","0","13,846,000",
="04669 ","凱基5S          ","13,975,000","196,000","13,779,000",
="04661 ","永豐9F          ","14,811,000","1,037,000","13,774,000",
="04662 ","永豐9G          ","14,732,000","1,011,000","13,721,000",
="04665 ","凱基5N          ","15,320,000","1,744,000","13,576,000",
="04668 ","凱基5R          ","13,615,000","40,000","13,575,000",
="04659 ","群益89          ","14,810,000","1,662,000","13,148,000",
="04019 ","兆豐E7          ","6,500,000","29,000","6,471,000",
"2388  ","威盛            ","4,321,000","953,000","3,368,000",
"3037  ","欣興            ","2,603,000","315,000","2,288,000",
="04046 ","日盛26          ","2,192,000","10,000","2,182,000",
="04035 ","永豐5Z          ","1,987,000","123,000","1,864,000",
"2323  ","中環            ","1,995,000","145,000","1,850,000",
="03896 ","大華LC          ","2,083,000","474,000","1,609,000",
"3474  ","華亞科          ","1,873,000","527,000","1,346,000",
"3041  ","揚智            ","1,431,000","126,000","1,305,000",
="04323 ","凱基4M          ","1,313,000","15,000","1,298,000",
="04657 ","群益87          ","1,761,000","483,000","1,278,000",
"2458  ","義隆            ","1,245,000","100,000","1,145,000",
"3051  ","力特            ","1,136,000","18,000","1,118,000",
"2311  ","日月光          ","1,750,000","646,000","1,104,000",
"5854  ","合庫            ","1,049,200","90,000","959,200",
="04385 ","凱基4S          ","869,000","0","869,000",
="04242 ","大華MK          ","839,000","0","839,000",
"1711  ","永光            ","833,000","0","833,000",
"2340  ","光磊            ","868,000","56,000","812,000",
="04118 ","永昌MD          ","916,000","111,000","805,000",
="04015 ","兆豐E3          ","788,000","0","788,000",
="04009 ","富邦CW          ","852,000","70,000","782,000",
"2391  ","合勤            ","878,000","118,000","760,000",
"2382  ","廣達            ","1,405,000","677,000","728,000",
"2614  ","東森            ","853,000","130,000","723,000",
"2363  ","矽統            ","728,000","53,000","675,000",
="04363 ","亞東J2          ","651,000","0","651,000",
="04082 ","國泰GC          ","936,000","328,000","608,000",
="03822 ","元大69          ","600,000","0","600,000",
"1503  ","士電            ","600,000","1,000","599,000",
"2845  ","遠東銀          ","581,000","9,000","572,000",
="04189 ","亞東JD          ","612,000","45,000","567,000",
="03935 ","工銀KS          ","702,000","152,000","550,000",
="03892 ","永豐5N          ","910,000","362,000","548,000",
"3702  ","大聯大          ","800,000","257,000","543,000",
="03825 ","凱基CZ          ","593,000","61,000","532,000",
="04072 ","元大99          ","676,000","157,000","519,000",
"2403  ","友尚            ","503,000","0","503,000",
"1102  ","亞泥            ","650,000","150,000","500,000",
"1417  ","嘉裕            ","500,000","0","500,000",
"8008  ","建興電          ","639,000","143,000","496,000",
"2885  ","元大金          ","482,000","0","482,000",
"2526  ","大陸            ","627,000","160,000","467,000",
="04269 ","日盛37          ","882,000","444,000","438,000",
"1605  ","華新            ","476,000","38,000","438,000",
="03875 ","永昌LF          ","623,000","186,000","437,000",
="04162 ","大華MB          ","587,000","150,000","437,000",
"2915  ","潤泰全          ","670,000","240,000","430,000",
"2344  ","華邦電          ","635,000","213,000","422,000",
