"099年04月28日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"2610  ","華航            ","4,253,000","547,000","3,706,000",
"2312  ","金寶            ","3,644,000","9,000","3,635,000",
="06112 ","統一65          ","3,562,000","0","3,562,000",
="06013 ","工銀GU          ","3,140,000","0","3,140,000",
"1313  ","聯成            ","3,180,000","329,000","2,851,000",
="07063 ","凱基NL          ","2,634,000","10,000","2,624,000",
="07892P","台達電群益8B售01","2,814,000","805,000","2,009,000",
="08356P","台灣50中信93售03","1,795,000","1,000","1,794,000",
="07302P","儒鴻國泰8B售01  ","2,554,000","803,000","1,751,000",
="06662 ","富邦C2          ","1,891,000","170,000","1,721,000",
="03223 ","富邦N4          ","1,984,000","287,000","1,697,000",
="07381 ","永豐25          ","1,996,000","335,000","1,661,000",
="04445 ","元富LL          ","1,716,000","84,000","1,632,000",
"2606  ","裕民            ","1,711,000","192,000","1,519,000",
"1455  ","集盛            ","1,588,000","90,000","1,498,000",
="07323 ","永昌JZ          ","1,442,000","10,000","1,432,000",
="04571P","華新科國泰95售03","1,650,000","242,000","1,408,000",
"2344  ","華邦電          ","1,402,000","143,000","1,259,000",
"1409  ","新纖            ","1,726,000","477,000","1,249,000",
"2313  ","華通            ","1,415,000","178,000","1,237,000",
"2384  ","勝華            ","2,370,000","1,187,000","1,183,000",
="06051 ","統一57          ","1,089,000","0","1,089,000",
="04508 ","兆豐J5          ","1,089,000","50,000","1,039,000",
"2337  ","旺宏            ","1,906,000","884,000","1,022,000",
="04178 ","永豐6T          ","1,246,000","225,000","1,021,000",
="06449 ","元大1J          ","1,419,000","412,000","1,007,000",
="03022P","微星凱基91售01  ","991,000","0","991,000",
="06091 ","群益IK          ","990,000","0","990,000",
"2374  ","佳能            ","1,318,000","336,000","982,000",
="04266 ","永豐7V          ","938,000","12,000","926,000",
"1717  ","長興            ","952,000","39,290","912,710",
"2383  ","台光電          ","1,233,000","329,000","904,000",
="03410 ","元大31          ","1,502,000","630,000","872,000",
="08392P","台灣50兆豐93售01","951,000","90,000","861,000",
="07890P","祥碩元大8B售03  ","1,185,000","328,000","857,000",
="08280P","聚陽元富8C售02  ","857,000","0","857,000",
="06123P","禾伸堂元大87售02","841,000","0","841,000",
="07096 ","統一F5          ","835,000","0","835,000",
="03929 ","工銀KL          ","937,000","108,000","829,000",
="06214 ","群益IT          ","1,199,000","403,000","796,000",
="08378P","高鐵國泰91售01  ","774,000","0","774,000",
="03828 ","凱基2Z          ","830,000","60,000","770,000",
="08398P","台灣50永豐92售01","1,220,000","478,000","742,000",
="04209 ","元大BL          ","934,000","217,000","717,000",
="07088 ","寶來MR          ","782,000","73,000","709,000",
="03646 ","大華JQ          ","743,000","55,000","688,000",
="07483 ","永豐63          ","719,000","31,000","688,000",
="06605 ","元大1W          ","706,000","56,000","650,000",
"2327  ","國巨            ","1,688,000","1,046,000","642,000",
="03070 ","統一AM          ","3,172,000","2,568,000","604,000",
="07259P","義隆凱基8A售01  ","603,000","0","603,000",
="07138 ","兆豐50          ","590,000","0","590,000",
="06440 ","凱基MK          ","643,000","98,000","545,000",
="07527 ","元大6N          ","1,160,000","615,000","545,000",
="06065 ","元富CE          ","530,000","0","530,000",
="04296 ","元大BX          ","1,699,000","1,181,000","518,000",
="07735 ","凱基38          ","1,103,000","589,000","514,000",
="04123P","可成凱基93售11  ","591,000","85,000","506,000",
"1440  ","南紡            ","805,000","300,000","505,000",
="07758 ","日盛LT          ","492,000","0","492,000",
"1447  ","力鵬            ","743,000","258,000","485,000",
="06994 ","亞東FM          ","839,000","360,000","479,000",
"2912  ","統一超          ","505,000","26,000","479,000",
"2887  ","台新金          ","1,031,000","561,655","469,345",
="04479P","同欣電中信96售02","689,000","220,000","469,000",
="06943 ","元富ER          ","475,000","8,000","467,000",
="07174 ","富邦F9          ","495,000","30,000","465,000",
="03800 ","大華KM          ","541,000","83,000","458,000",
"912398","友佳-DR         ","476,000","21,000","455,000",
="06392 ","日盛GT          ","450,000","5,000","445,000",
="04098 ","元富KX          ","476,000","33,000","443,000",
"2903  ","遠百            ","574,000","132,000","442,000",
="06262 ","富邦B1          ","1,398,000","964,000","434,000",
="08228 ","群益EJ          ","654,000","223,000","431,000",
"2014  ","中鴻            ","467,000","36,000","431,000",
="07855 ","凱基59          ","428,000","0","428,000",
"1806  ","冠軍            ","426,000","0","426,000",
="08391P","群創凱基91售01  ","438,000","15,000","423,000",
="03188 ","兆豐1K          ","421,000","12,000","409,000",
="07125 ","群益LU          ","406,000","1,000","405,000",
"4306  ","炎洲            ","400,000","0","400,000",
="08317 ","群益KC          ","444,000","55,000","389,000",
="06431 ","台証B7          ","381,000","0","381,000",
="07638 ","凱基21          ","670,000","290,000","380,000",
="07795 ","亞東GE          ","383,000","10,000","373,000",
="03197 ","統一BI          ","379,000","8,000","371,000",
="03914P","臺股指元大93售38","363,000","0","363,000",
="04106 ","永豐6M          ","507,000","145,000","362,000",
="07316 ","元大5N          ","366,000","6,000","360,000",
="07714 ","元大7Z          ","862,000","507,000","355,000",
="06398 ","元大J5          ","354,000","0","354,000",
="03889 ","永豐5K          ","578,000","225,000","353,000",
