"096年09月26日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="06502 ","元富CZ          ","21,313,000","574,000","20,739,000",
="06503 ","元富DA          ","14,494,000","461,000","14,033,000",
="06504 ","富邦HE          ","14,464,000","434,000","14,030,000",
="06501 ","元大43          ","14,796,000","789,000","14,007,000",
="06507 ","元富DE          ","14,862,000","866,000","13,996,000",
="06513 ","群益JJ          ","16,793,000","2,801,000","13,992,000",
="06505 ","元富DC          ","14,401,000","410,000","13,991,000",
="06499 ","元富CW          ","14,167,000","177,000","13,990,000",
="06512 ","大華CQ          ","13,982,000","0","13,982,000",
="06509 ","大華CM          ","13,985,000","5,000","13,980,000",
="06511 ","大華CP          ","13,985,000","42,000","13,943,000",
="06508 ","元富DF          ","14,639,000","761,000","13,878,000",
="06506 ","元富DD          ","14,045,000","239,000","13,806,000",
="06514 ","群益JK          ","16,263,000","2,482,000","13,781,000",
"2409  ","友達            ","4,948,000","320,000","4,628,000",
"1326  ","台化            ","2,404,000","129,000","2,275,000",
"2002  ","中鋼            ","3,274,000","1,005,640","2,268,360",
"2312  ","金寶            ","2,465,000","200,000","2,265,000",
"2371  ","大同            ","3,031,000","909,000","2,122,000",
"3009  ","奇美電          ","3,031,400","909,680","2,121,720",
="05039 ","國泰HN          ","2,114,000","70,000","2,044,000",
"2349  ","錸德            ","1,984,000","80,000","1,904,000",
"1440  ","南紡            ","2,643,000","747,000","1,896,000",
="05199 ","富邦EP          ","2,196,000","319,000","1,877,000",
"1314  ","中石化          ","5,565,000","3,763,000","1,802,000",
"1409  ","新纖            ","2,476,000","675,000","1,801,000",
"2615  ","萬海            ","1,778,000","0","1,778,000",
"2330  ","台積電          ","1,794,000","99,000","1,695,000",
="05301 ","元富AD          ","1,412,000","6,000","1,406,000",
"1210  ","大成            ","1,423,000","36,000","1,387,000",
"2014  ","中鴻            ","1,432,000","70,000","1,362,000",
="05146 ","元大GA          ","2,604,000","1,266,000","1,338,000",
"2327  ","國巨            ","1,394,000","58,000","1,336,000",
="05082 ","凱基7U          ","2,284,000","973,000","1,311,000",
="05631 ","大華AM          ","1,374,000","139,000","1,235,000",
"5854  ","合庫            ","1,230,000","0","1,230,000",
="05116 ","群益D9          ","1,303,000","135,000","1,168,000",
="05249 ","凱基8H          ","1,146,000","0","1,146,000",
="05023 ","寶來E6          ","1,131,000","0","1,131,000",
"2313  ","華通            ","1,129,415","0","1,129,415",
"2384  ","勝華            ","1,276,000","208,000","1,068,000",
="05145 ","元大FZ          ","1,173,000","117,000","1,056,000",
="04788 ","元富MF          ","1,310,000","270,000","1,040,000",
"2881  ","富邦金          ","1,695,000","670,000","1,025,000",
="05444 ","日盛EN          ","2,922,000","1,920,000","1,002,000",
"3006  ","晶豪科          ","1,120,000","170,000","950,000",
="05763 ","元大A2          ","1,039,000","111,000","928,000",
="06132 ","統一GK          ","2,026,000","1,120,000","906,000",
