"100年04月18日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2891  ","中信金          ","3,117,000","248,000","2,869,000",
" ","1210  ","大成            ","2,450,000","120,000","2,330,000",
" ","1102  ","亞泥            ","2,300,000","1,000","2,299,000",
" ","1802  ","台玻            ","1,999,000","0","1,999,000",
" ","2376  ","技嘉            ","1,716,000","0","1,716,000",
" ","6285  ","啟碁            ","1,767,000","100,000","1,667,000",
" ","1101  ","台泥            ","1,754,000","196,000","1,558,000",
" ","2365  ","昆盈            ","1,455,000","0","1,455,000",
" ","6251  ","定穎            ","1,313,000","0","1,313,000",
" ","1312  ","國喬            ","1,100,000","0","1,100,000",
" ","1714  ","和桐            ","1,099,000","0","1,099,000",
" ","2854  ","寶來證          ","2,058,000","1,033,000","1,025,000",
" ","1103  ","嘉泥            ","1,000,000","0","1,000,000",
" ","3189  ","景碩            ","929,000","0","929,000",
" ","2489  ","瑞軒            ","809,000","0","809,000",
" ","2618  ","長榮航          ","884,000","125,000","759,000",
" ","5388  ","中磊            ","755,000","0","755,000",
" ","2915  ","潤泰全          ","705,000","0","705,000",
" ","4906  ","正文            ","662,000","0","662,000",
" ","2474  ","可成            ","818,000","219,000","599,000",
" ","2801  ","彰銀            ","601,000","3,000","598,000",
" ","5522  ","遠雄            ","548,000","0","548,000",
" ","3545  ","敦泰            ","505,000","0","505,000",
" ","3049  ","和鑫            ","641,000","200,000","441,000",
" ","8046  ","南電            ","430,000","0","430,000",
" ","2325  ","矽品            ","401,000","0","401,000",
" ","6269  ","台郡            ","392,000","0","392,000",
" ","6282  ","康舒            ","359,000","0","359,000",
" ","2605  ","新興            ","341,000","0","341,000",
" ","3022  ","威強電          ","914,000","578,000","336,000",
" ","2892  ","第一金          ","336,000","4,000","332,000",
" ","2601  ","益航            ","328,000","0","328,000",
" ","2354  ","鴻準            ","310,000","5,000","305,000",
" ","1531  ","高林股          ","300,000","0","300,000",
" ","1712  ","興農            ","300,000","0","300,000",
" ","8374  ","羅昇            ","274,000","0","274,000",
" ","2412  ","中華電          ","273,000","3,000","270,000",
" ","2536  ","宏普            ","257,000","0","257,000",
" ","1504  ","東元            ","225,000","0","225,000",
" ","9941  ","裕融            ","205,000","0","205,000",
" ","3450  ","聯鈞            ","198,000","0","198,000",
" ","3005  ","神基            ","196,000","0","196,000",
" ","2823  ","中壽            ","165,000","0","165,000",
" ","3026  ","禾伸堂          ","140,000","0","140,000",
" ","1301  ","台塑            ","127,000","4,000","123,000",
" ","2455  ","全新            ","110,000","0","110,000",
" ","3047  ","訊舟            ","103,000","0","103,000",
