"095年04月24日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"2888  ","新光金          ","8,521,000","1,841,000","6,680,000",
"2303  ","聯電            ","7,283,000","3,512,000","3,771,000",
"1101  ","台泥            ","3,770,000","3,000","3,767,000",
"1308  ","亞聚            ","3,012,000","0","3,012,000",
"1305  ","華夏            ","2,854,000","0","2,854,000",
"1310  ","台苯            ","2,685,000","0","2,685,000",
"2023  ","燁輝            ","2,475,000","372,000","2,103,000",
"1402  ","遠東新          ","2,132,000","718,000","1,414,000",
="03586 ","群益20          ","1,347,000","0","1,347,000",
"2002  ","中鋼            ","2,227,000","894,000","1,333,000",
="03753 ","康和BY          ","1,765,000","540,000","1,225,000",
"1304  ","台聚            ","1,225,000","0","1,225,000",
="03603 ","亞東HH          ","1,148,000","0","1,148,000",
="03737 ","日盛03          ","1,088,000","0","1,088,000",
"2614  ","東森            ","972,000","21,000","951,000",
="03309 ","元大21          ","1,168,000","261,000","907,000",
="03571 ","永豐3Q          ","822,000","42,000","780,000",
"2882  ","國泰金          ","1,549,000","778,000","771,000",
"2006  ","東和鋼鐵        ","1,743,000","983,000","760,000",
="03765 ","寶來B1          ","768,000","12,000","756,000",
="03645 ","大華JP          ","728,000","10,000","718,000",
"2504  ","國產            ","850,000","202,000","648,000",
="03612 ","群益30          ","618,000","35,000","583,000",
"2823  ","中壽            ","710,000","151,000","559,000",
="03563 ","大華JI          ","539,000","0","539,000",
="0050  ","元大台灣50      ","1,189,000","673,000","516,000",
"2391  ","合勤            ","653,000","140,000","513,000",
"2469  ","力信            ","501,000","0","501,000",
"6286  ","立錡            ","505,000","26,000","479,000",
="03587 ","元大CL          ","470,000","0","470,000",
"2534  ","宏盛            ","691,000","230,000","461,000",
="03629 ","群益37          ","547,000","146,000","401,000",
"2705  ","六福            ","400,000","0","400,000",
="03387 ","大華HJ          ","910,000","515,000","395,000",
"3189  ","景碩            ","726,000","331,000","395,000",
"2368  ","金像電          ","385,000","0","385,000",
="03367 ","富邦AD          ","474,000","92,000","382,000",
"2492  ","華新科          ","580,000","200,000","380,000",
="03675 ","日盛AK          ","1,386,000","1,013,000","373,000",
"2392  ","正崴            ","855,000","507,000","348,000",
="03688 ","大華KB          ","1,225,000","909,000","316,000",
="03273 ","寶來75          ","310,000","0","310,000",
="03507 ","富邦AQ          ","420,000","115,000","305,000",
="03223 ","富邦N4          ","340,000","50,000","290,000",
="03635 ","永昌LA          ","282,000","0","282,000",
="03569 ","永豐3N          ","268,000","2,000","266,000",
="03775 ","永豐4P          ","266,000","0","266,000",
"1904  ","正隆            ","282,000","20,000","262,000",
"2102  ","泰豐            ","250,000","0","250,000",
"1455  ","集盛            ","249,000","0","249,000",
"8078  ","華寶            ","706,000","464,000","242,000",
="03792 ","元大64          ","304,000","76,000","228,000",
="03574 ","永豐3T          ","491,000","265,000","226,000",
"2420  ","新巨            ","230,000","4,000","226,000",
"2489  ","瑞軒            ","392,000","168,000","224,000",
="03274P","可成兆豐92售03  ","223,000","0","223,000",
"1517  ","利奇            ","211,000","0","211,000",
"1201  ","味全            ","200,000","0","200,000",
="03265 ","寶來67          ","218,000","20,000","198,000",
="03311P","可成統一92售04  ","203,000","5,000","198,000",
="03661 ","凱基2P          ","195,000","0","195,000",
="03605 ","群益23          ","933,000","742,000","191,000",
"3049  ","和鑫            ","422,000","240,000","182,000",
="03614 ","群益32          ","181,000","1,000","180,000",
="03773 ","永豐4M          ","526,000","350,000","176,000",
"1216  ","統一            ","186,000","14,000","172,000",
="03615 ","群益33          ","215,000","44,000","171,000",
"1109  ","信大            ","159,000","0","159,000",
