"096年02月27日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="04356 ","群益71          ","2,503,000","0","2,503,000",
="04266 ","永豐7V          ","2,602,000","241,000","2,361,000",
"2107  ","厚生            ","2,309,000","558,000","1,751,000",
="04233 ","元富LB          ","1,680,000","0","1,680,000",
"5471  ","松翰            ","1,663,000","167,000","1,496,000",
"2313  ","華通            ","1,568,000","121,000","1,447,000",
"2504  ","國產            ","1,651,000","204,000","1,447,000",
"2446  ","全懋            ","1,534,000","114,000","1,420,000",
"5854  ","合庫            ","1,474,000","99,000","1,375,000",
="04265 ","永豐7U          ","1,618,000","267,000","1,351,000",
="04359 ","永豐7Z          ","3,341,000","2,097,000","1,244,000",
="04086 ","亞東JA          ","1,130,000","0","1,130,000",
"2449  ","京元電子        ","1,109,000","8,000","1,101,000",
"2014  ","中鴻            ","1,140,000","96,000","1,044,000",
"3062  ","建漢            ","1,341,000","318,000","1,023,000",
="04527 ","日盛61          ","983,000","0","983,000",
"1402  ","遠東新          ","1,311,000","343,000","968,000",
="04274 ","日盛42          ","1,001,000","42,000","959,000",
"6285  ","啟碁            ","1,012,000","89,000","923,000",
"2492  ","華新科          ","1,295,000","381,000","914,000",
="03945 ","日盛16          ","912,000","11,000","901,000",
="03887 ","統一CB          ","860,000","0","860,000",
"2350  ","環電            ","932,000","116,000","816,000",
"1437  ","勤益控          ","781,000","3,000","778,000",
"2481  ","強茂            ","821,000","76,000","745,000",
"2408  ","南亞科          ","793,000","61,000","732,000",
="04592 ","國泰HD          ","1,443,000","724,000","719,000",
"2609  ","陽明            ","878,000","170,000","708,000",
"1409  ","新纖            ","1,182,000","486,000","696,000",
"2391  ","合勤            ","886,000","198,000","688,000",
="04813 ","工銀LM          ","675,000","0","675,000",
"2401  ","凌陽            ","867,000","207,000","660,000",
"2311  ","日月光          ","2,545,000","1,905,000","640,000",
="04277 ","日盛45          ","882,000","244,000","638,000",
="04357 ","群益72          ","638,000","5,000","633,000",
"2903  ","遠百            ","842,000","210,000","632,000",
="03944 ","日盛15          ","619,000","0","619,000",
="04723 ","永豐9K          ","1,693,000","1,087,000","606,000",
"1434  ","福懋            ","1,008,000","403,000","605,000",
"1319  ","東陽            ","788,000","190,000","598,000",
"3006  ","晶豪科          ","824,000","236,000","588,000",
="04282 ","凱基4D          ","600,000","18,000","582,000",
="04212 ","元大BP          ","555,000","0","555,000",
="04875 ","永豐A4          ","1,074,000","529,000","545,000",
"2382  ","廣達            ","575,000","39,000","536,000",
="04615 ","元大DP          ","558,000","30,000","528,000",
="04601 ","群益80          ","1,811,000","1,285,000","526,000",
"3474  ","華亞科          ","546,000","24,000","522,000",
="04605 ","元大DD          ","1,953,000","1,435,000","518,000",
"1904  ","正隆            ","705,000","188,000","517,000",
"3037  ","欣興            ","631,000","121,000","510,000",
"3036  ","文曄            ","500,000","1,000","499,000",
"1309  ","台達化          ","510,000","21,000","489,000",
="04859 ","凱基6Y          ","727,000","304,000","423,000",
"9907  ","統一實          ","572,000","152,000","420,000",
="04773 ","富邦EE          ","1,586,000","1,173,000","413,000",
"1605  ","華新            ","694,000","282,000","412,000",
="04351P","鴻海永豐94售01  ","408,000","10,000","398,000",
"3043  ","科風            ","385,000","1,000","384,000",
"1201  ","味全            ","887,000","507,000","380,000",
"2006  ","東和鋼鐵        ","558,000","178,000","380,000",
"2023  ","燁輝            ","519,000","142,000","377,000",
"2611  ","志信            ","387,000","11,000","376,000",
="04931 ","永豐AG          ","3,229,000","2,875,000","354,000",
="04845 ","凱基6S          ","962,000","610,000","352,000",
"3189  ","景碩            ","492,000","143,000","349,000",
"2342  ","茂矽            ","491,000","155,000","336,000",
"2351  ","順德            ","333,000","1,000","332,000",
="04337 ","寶來B9          ","337,000","10,000","327,000",
"2387  ","精元            ","378,000","57,000","321,000",
"2908  ","特力            ","351,000","33,000","318,000",
"2388  ","威盛            ","509,000","193,000","316,000",
"2892  ","第一金          ","352,000","49,000","303,000",
="04341 ","永昌MF          ","300,000","0","300,000",
="04362 ","亞東JH          ","293,000","0","293,000",
="04774 ","富邦EF          ","2,053,000","1,763,000","290,000",
"2328  ","廣宇            ","320,000","30,000","290,000",
="04833 ","兆豐M8          ","329,000","40,000","289,000",
"1314  ","中石化          ","819,000","535,000","284,000",
"2527  ","宏璟            ","301,000","20,000","281,000",
