"094年06月30日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3231  ","緯創            ","3,170,000","70,000","3,100,000",
" ","2384  ","勝華            ","3,131,000","150,000","2,981,000",
" ","3017  ","奇鋐            ","1,595,000","0","1,595,000",
" ","6004  ","元京證          ","1,285,000","0","1,285,000",
" ","2107  ","厚生            ","1,176,000","0","1,176,000",
" ","2311  ","日月光          ","1,053,000","100,000","953,000",
" ","5471  ","松翰            ","1,155,000","355,000","800,000",
" ","3059  ","華晶科          ","890,000","120,000","770,000",
" ","2888  ","新光金          ","820,000","74,000","746,000",
" ","2889  ","國票金          ","600,000","0","600,000",
" ","3009  ","奇美電          ","816,000","224,000","592,000",
" ","3015  ","全漢            ","569,000","0","569,000",
" ","6142  ","友勁            ","700,000","140,000","560,000",
" ","2206  ","三陽工業        ","547,000","0","547,000",
" ","3011  ","今皓            ","518,000","0","518,000",
" ","2446  ","全懋            ","1,044,000","537,000","507,000",
" ","2388  ","威盛            ","500,000","0","500,000",
" ","1101  ","台泥            ","500,000","60,000","440,000",
" ","2441  ","超豐            ","603,000","200,000","403,000",
" ","2401  ","凌陽            ","400,000","0","400,000",
" ","2408  ","南亞科          ","388,000","0","388,000",
" ","2354  ","鴻準            ","380,000","0","380,000",
" ","6168  ","宏齊            ","364,000","0","364,000",
" ","2330  ","台積電          ","765,000","418,000","347,000",
" ","2402  ","毅嘉            ","1,384,000","1,058,000","326,000",
" ","2618  ","長榮航          ","300,000","0","300,000",
" ","6197  ","佳必琪          ","300,000","0","300,000",
" ","3214  ","元砷            ","290,000","0","290,000",
" ","2324  ","仁寶            ","240,000","0","240,000",
" ","1733  ","五鼎            ","200,000","0","200,000",
" ","2313  ","華通            ","200,000","0","200,000",
" ","2323  ","中環            ","200,000","0","200,000",
" ","3042  ","晶技            ","200,000","0","200,000",
" ","2707  ","晶華            ","181,000","0","181,000",
" ","3007  ","綠點            ","263,000","82,000","181,000",
" ","2409  ","友達            ","721,000","544,000","177,000",
" ","2454  ","聯發科          ","248,000","92,000","156,000",
" ","1531  ","高林股          ","150,000","0","150,000",
" ","2492  ","華新科          ","150,000","0","150,000",
" ","1303  ","南亞            ","345,000","200,000","145,000",
" ","8926  ","台汽電          ","136,000","0","136,000",
" ","2344  ","華邦電          ","250,000","120,000","130,000",
" ","2387  ","精元            ","194,000","70,000","124,000",
" ","3012  ","廣輝            ","220,000","100,000","120,000",
" ","1903  ","士紙            ","116,000","0","116,000",
" ","2459  ","敦吉            ","112,000","0","112,000",
" ","3063  ","飛信            ","200,000","91,000","109,000",
" ","3189  ","景碩            ","215,000","110,000","105,000",
" ","2102  ","泰豐            ","100,000","0","100,000",
" ","2385  ","群光            ","100,000","0","100,000",
" ","3050  ","鈺德            ","100,000","0","100,000",
" ","3008  ","大立光          ","96,000","0","96,000",
" ","2317  ","鴻海            ","186,000","96,000","90,000",
" ","2534  ","宏盛            ","90,000","0","90,000",
" ","2439  ","美律            ","280,000","200,000","80,000",
" ","3034  ","聯詠            ","221,000","150,000","71,000",
" ","1560  ","中砂            ","60,000","0","60,000",
" ","6239  ","力成            ","200,000","146,000","54,000",
" ","1409  ","新纖            ","50,000","0","50,000",
" ","1734  ","杏輝            ","50,000","0","50,000",
" ","2360  ","致茂            ","50,000","0","50,000",
" ","2374  ","佳能            ","50,000","0","50,000",
" ","2504  ","國產            ","50,000","0","50,000",
" ","3026  ","禾伸堂          ","50,000","0","50,000",
" ","9930  ","中聯資源        ","50,000","0","50,000",
" ","3005  ","神基            ","48,000","0","48,000",
" ","2328  ","廣宇            ","250,000","208,000","42,000",
" ","4906  ","正文            ","40,000","0","40,000",
" ","3019  ","亞光            ","35,000","0","35,000",
" ","2498  ","宏達電          ","50,000","20,000","30,000",
" ","2397  ","友通            ","27,000","0","27,000",
" ","2227  ","裕日車          ","28,000","4,000","24,000",
" ","2104  ","國際中橡        ","15,000","0","15,000",
" ","1736  ","喬山            ","12,000","0","12,000",
" ","2447  ","鼎新            ","10,000","0","10,000",
" ","6202  ","盛群            ","8,000","0","8,000",
" ","3311  ","閎暉            ","50,000","45,000","5,000",
" ","1530  ","亞崴            ","3,000","0","3,000",
" ","1101A ","台泥特          ","1,000","0","1,000",
" ","2891A ","中信特          ","1,000","0","1,000",
" ","2886  ","兆豐金          ","0","2,148,000","-2,148,000",
" ","2377  ","微星            ","50,000","1,985,000","-1,935,000",
" ","2363  ","矽統            ","0","1,740,000","-1,740,000",
" ","2315  ","神達            ","0","1,700,000","-1,700,000",
" ","2103  ","台橡            ","25,000","1,400,000","-1,375,000",
" ","2605  ","新興            ","0","1,349,000","-1,349,000",
" ","2617  ","台航            ","0","1,040,000","-1,040,000",
" ","2891  ","中信金          ","0","1,012,000","-1,012,000",
" ","2606  ","裕民            ","0","1,000,000","-1,000,000",
" ","2887  ","台新金          ","300,000","1,300,000","-1,000,000",
" ","2892  ","第一金          ","50,000","993,000","-943,000",
" ","2608  ","嘉里大榮        ","0","800,000","-800,000",
" ","2807  ","竹商銀          ","0","800,000","-800,000",
" ","1301  ","台塑            ","0","672,000","-672,000",
" ","8008  ","建興電          ","51,000","700,000","-649,000",
" ","2881  ","富邦金          ","0","635,000","-635,000",
" ","2880  ","華南金          ","0","600,000","-600,000",
" ","1524  ","耿鼎            ","0","550,000","-550,000",
" ","1710  ","東聯            ","0","550,000","-550,000",
" ","2201  ","裕隆            ","0","535,000","-535,000",
" ","8078  ","華寶            ","1,250,000","1,765,000","-515,000",
" ","1308  ","亞聚            ","0","500,000","-500,000",
" ","2340  ","光磊            ","0","500,000","-500,000",
" ","2366  ","亞旭            ","0","500,000","-500,000",
