"098年08月21日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="04629 ","凱基5J          ","2,180,000","25,000","2,155,000",
="0051  ","元大中型100     ","1,746,000","17,000","1,729,000",
"2888  ","新光金          ","1,619,000","124,000","1,495,000",
="07607 ","寶來NZ          ","1,452,000","60,000","1,392,000",
="03791 ","元富83          ","1,499,000","258,000","1,241,000",
"2311  ","日月光          ","2,974,000","1,759,000","1,215,000",
="03488P","臺股指凱基92售07","1,659,000","465,000","1,194,000",
="07109 ","日盛KG          ","1,167,000","0","1,167,000",
"9904  ","寶成            ","1,561,000","487,000","1,074,000",
="03494P","臺股指富邦92售04","1,502,000","492,000","1,010,000",
="06073 ","富邦92          ","920,000","0","920,000",
="07617 ","統一I5          ","926,000","10,000","916,000",
"1102  ","亞泥            ","1,087,000","180,000","907,000",
="07815 ","元富GT          ","1,012,000","130,000","882,000",
="04259 ","永豐7N          ","857,000","0","857,000",
="03811 ","兆豐A9          ","817,000","0","817,000",
"2350  ","環電            ","1,078,000","266,000","812,000",
="07835 ","大華FT          ","804,000","3,000","801,000",
"2337  ","旺宏            ","1,516,000","718,000","798,000",
="07848P","瑞昱群益8B售02  ","888,000","121,000","767,000",
"6257  ","矽格            ","907,000","150,000","757,000",
="03189 ","兆豐1L          ","1,202,000","502,000","700,000",
="04010 ","富邦CX          ","666,000","0","666,000",
="07497P","健策永豐8A售02  ","1,476,000","814,000","662,000",
"2355  ","敬鵬            ","626,000","0","626,000",
="04067 ","大華LV          ","721,000","147,000","574,000",
"2449  ","京元電子        ","1,910,000","1,338,000","572,000",
"2892  ","第一金          ","1,019,000","495,775","523,225",
"6120  ","達運            ","523,000","8,000","515,000",
="04045 ","日盛25          ","686,000","177,000","509,000",
"2379  ","瑞昱            ","690,000","182,000","508,000",
="03191P","玉晶光凱基93售03","622,000","119,000","503,000",
="04224 ","永豐7D          ","692,000","195,000","497,000",
="04596 ","永豐9A          ","537,000","44,000","493,000",
"1904  ","正隆            ","504,000","28,000","476,000",
="08167P","聯發科凱基8B售03","450,000","0","450,000",
="04065 ","大華LT          ","448,000","0","448,000",
="04227 ","群益61          ","484,000","46,000","438,000",
="03382P","瑞昱凱基93售02  ","531,000","94,000","437,000",
="04235 ","元富LD          ","530,000","97,000","433,000",
"1402  ","遠東新          ","682,000","262,000","420,000",
"3041  ","揚智            ","752,000","339,000","413,000",
"3042  ","晶技            ","443,000","35,000","408,000",
="03243 ","統一BU          ","449,000","49,000","400,000",
="04437 ","日盛52          ","438,000","46,000","392,000",
="03260 ","群益NV          ","406,000","15,000","391,000",
"2485  ","兆赫            ","649,000","262,000","387,000",
="07117 ","永豐MC          ","383,000","0","383,000",
="03419 ","凱基1K          ","381,000","3,000","378,000",
="07181P","GIS元大8A售05   ","367,000","0","367,000",
="06328 ","永豐HV          ","358,000","1,000","357,000",
="03835 ","工銀KE          ","538,000","182,000","356,000",
="04499 ","國泰GX          ","371,000","32,000","339,000",
="07623 ","統一J2          ","339,000","0","339,000",
="07658 ","元大7T          ","448,000","114,000","334,000",
="03559 ","大華JE          ","520,000","188,000","332,000",
="03631 ","群益39          ","452,000","123,000","329,000",
="03841 ","大華KV          ","342,000","15,000","327,000",
="04355 ","群益70          ","324,000","2,000","322,000",
="03660 ","凱基2N          ","366,000","50,000","316,000",
="08130 ","群益J7          ","332,000","18,000","314,000",
="03129 ","永豐1F          ","443,000","132,000","311,000",
="03485 ","元大35          ","517,000","208,000","309,000",
="07470 ","永豐50          ","348,000","40,000","308,000",
="07908 ","元富HM          ","358,000","50,000","308,000",
"1504  ","東元            ","837,000","532,000","305,000",
="04041 ","日盛21          ","369,000","66,000","303,000",
="04052 ","元大95          ","303,000","0","303,000",
="03557 ","日盛NM          ","309,000","7,000","302,000",
="07283 ","兆豐64          ","421,000","119,000","302,000",
="07749 ","寶來13          ","407,000","105,000","302,000",
="03280 ","寶來82          ","301,000","2,000","299,000",
="03540P","冠德元富92售01  ","344,000","45,000","299,000",
="04505P","佳世達元富96售03","297,000","0","297,000",
="03577 ","永豐3W          ","336,000","42,000","294,000",
="04180 ","永豐6V          ","297,000","10,000","287,000",
="03745 ","永豐4G          ","306,000","22,000","284,000",
