"099年11月05日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"1605  ","華新            ","13,743,000","5,014,000","8,729,000",
="0061  ","元大寶滬深      ","7,094,000","1,377,000","5,717,000",
"1409  ","新纖            ","7,826,000","3,130,000","4,696,000",
="0050  ","元大台灣50      ","6,524,000","1,990,000","4,534,000",
"2885  ","元大金          ","4,032,000","773,000","3,259,000",
="032862","宏達電統一88購01","4,975,000","1,910,000","3,065,000",
"2801  ","彰銀            ","3,842,000","1,226,000","2,616,000",
"2303  ","聯電            ","4,917,000","2,314,000","2,603,000",
="031928","臻鼎凱基85購01  ","2,583,000","446,000","2,137,000",
="033389","貿聯麥證86購01  ","1,844,000","0","1,844,000",
"2101  ","南港            ","1,868,000","123,000","1,745,000",
="031426","可成兆豐86購01  ","1,762,000","75,000","1,687,000",
="03427P","滬深2X中信94售02","1,796,000","162,000","1,634,000",
="0055  ","元大MSCI金融    ","1,756,000","124,000","1,632,000",
="032804","為升統一89購01  ","1,821,000","222,000","1,599,000",
="030187","宏達電永豐84購02","1,589,000","13,000","1,576,000",
"2547  ","日勝生          ","1,915,000","369,000","1,546,000",
="031989","可成國票85購04  ","3,206,000","1,708,000","1,498,000",
="033082","大立光元富86購02","1,538,000","51,000","1,487,000",
="03506P","臺股指元富92售08","1,481,000","10,000","1,471,000",
="032106","A50正2日盛85購02","1,734,000","277,000","1,457,000",
="032642","元上證富邦86購01","2,217,000","823,000","1,394,000",
"2903  ","遠百            ","1,857,000","493,000","1,364,000",
="033405","大立光元大87購14","1,784,000","436,000","1,348,000",
="030263","上証2X群益84購04","1,311,000","0","1,311,000",
"2542  ","興富發          ","1,500,000","196,000","1,304,000",
="033559","和大富邦88購01  ","2,671,000","1,374,000","1,297,000",
"2107  ","厚生            ","1,489,000","205,000","1,284,000",
="032717","奇力新兆豐87購01","1,696,000","431,000","1,265,000",
"2820  ","華票            ","1,255,000","2,000","1,253,000",
="03629P","台積電麥證92售02","1,423,000","175,000","1,248,000",
="03421P","智邦元大92售08  ","1,358,000","135,000","1,223,000",
="031369","臺股指元大85購07","1,196,000","0","1,196,000",
="03258P","臺股指元大93售04","1,188,000","20,000","1,168,000",
="033003","亞德客統一88購01","1,726,000","588,000","1,138,000",
="033348","嘉晶元大89購02  ","1,395,000","262,000","1,133,000",
="03479P","台積電凱基92售17","1,130,000","0","1,130,000",
"1504  ","東元            ","1,369,000","248,000","1,121,000",
"2002  ","中鋼            ","1,607,000","490,000","1,117,000",
="033986","日電貿永豐87購01","1,107,000","5,000","1,102,000",
="032448","晶電元大87購02  ","1,286,000","185,000","1,101,000",
="032108","上証2X凱基86購10","1,366,000","277,000","1,089,000",
="03424P","大立光元大93售09","2,153,000","1,078,000","1,075,000",
"1710  ","東聯            ","1,800,000","726,000","1,074,000",
="032395","燿華元富85購01  ","1,067,000","25,000","1,042,000",
"1704  ","榮化            ","1,229,000","204,000","1,025,000",
="03574P","健策永豐92售02  ","1,127,000","138,000","989,000",
="031976","大毅元大86購01  ","1,074,000","90,000","984,000",
="030308","大立光台新85購01","1,044,000","61,000","983,000",
="033862","技嘉富邦87購01  ","968,000","11,000","957,000",
"1416  ","廣豐            ","950,000","0","950,000",
="033938","大立光國泰88購03","1,305,000","378,000","927,000",
="033408","臻鼎元大87購02  ","1,131,000","218,000","913,000",
"2882  ","國泰金          ","1,117,050","216,000","901,050",
"1216  ","統一            ","1,068,000","167,000","901,000",
="03029P","旺宏永豐91售04  ","1,208,000","312,000","896,000",
"2834  ","臺企銀          ","1,982,000","1,086,000","896,000",
="031547","上証2X國票86購01","891,000","0","891,000",
"2905  ","三商            ","1,059,000","177,000","882,000",
="033441","禾伸堂康和86購01","1,435,000","556,000","879,000",
"3704  ","合勤控          ","943,000","73,000","870,000",
="030758","大同元大84購13  ","2,650,000","1,788,000","862,000",
="031912","祥碩元大86購01  ","875,000","20,000","855,000",
="031830","滬深2X元大85購03","1,524,000","670,000","854,000",
="032806","台達電兆豐87購01","1,080,000","227,000","853,000",
="033311","京元電第一86購01","1,598,000","756,000","842,000",
"2845  ","遠東銀          ","835,000","0","835,000",
="031230","台泥元大85購01  ","1,017,000","190,000","827,000",
"2603  ","長榮            ","1,824,050","1,006,000","818,050",
="030932","T50反1富邦87購01","1,308,000","497,000","811,000",
="032437","達邁永豐85購02  ","842,000","32,000","810,000",
="031509","晶電元大88購01  ","897,000","91,000","806,000",
="032204","臺股指永豐85購01","1,446,000","645,000","801,000",
="033137","臻鼎統一89購01  ","1,402,000","601,000","801,000",
="032139","亞德客第一85購01","797,000","5,000","792,000",
="03419P","台光電統一92售05","878,000","90,000","788,000",
="034178","易華電國票88購01","955,000","179,000","776,000",
="03429P","旺宏國票92售01  ","793,000","22,000","771,000",
="031199","鴻海永昌85購01  ","860,000","100,000","760,000",
="031956","廣達富邦86購01  ","955,000","203,000","752,000",
="033528","可成元大87購05  ","985,000","233,000","752,000",
"2881  ","富邦金          ","1,288,338","541,000","747,338",
="03433P","台積電凱基92售15","977,000","252,000","725,000",
"2505  ","國揚            ","829,000","104,000","725,000",
="033576","T50反1凱基89購03","1,046,000","326,000","720,000",
="031102","元油2X群益84購02","710,000","0","710,000",
="032820","敬鵬國泰86購01  ","1,230,000","520,000","710,000",
="032211","聯電元大86購01  ","809,000","104,000","705,000",
="030569","國巨凱基84購28  ","716,000","20,000","696,000",
="030954","國巨永豐84購09  ","736,000","40,000","696,000",
"2892  ","第一金          ","1,620,000","925,075","694,925",
="031758","可成元大85購04  ","896,000","208,000","688,000",
="031074","啟碁凱基84購01  ","885,000","199,000","686,000",
="032319","遠東新富邦86購01","717,000","32,000","685,000",
="03330P","欣興國票93售02  ","775,000","95,000","680,000",
="032150","潤泰全麥證85購01","690,000","20,000","670,000",
="034194","漢唐元大87購02  ","1,098,000","428,000","670,000",
="032676","國巨元大86購04  ","797,000","128,000","669,000",
"2204  ","中華            ","818,000","154,000","664,000",
"2610  ","華航            ","1,550,000","888,000","662,000",
="03554P","台積電富邦92售02","684,000","25,000","659,000",
="0053  ","元大電子        ","661,000","4,000","657,000",
="032982","中橡群益86購01  ","908,000","251,000","657,000",
="03003P","儒鴻凱基91售05  ","651,000","0","651,000",
="033342","大同元大87購02  ","1,959,000","1,314,000","645,000",
"1229  ","聯華            ","875,000","236,123","638,877",
="034093","微星元富87購01  ","2,312,000","1,676,000","636,000",
="031619","聯電麥證85購03  ","697,000","64,000","633,000",
="031214","國巨統一87購06  ","616,000","0","616,000",
="034165","巨大永豐87購01  ","668,000","60,000","608,000",
="03292P","美律中信94售01  ","614,000","9,000","605,000",
="032443","亞德客元大85購07","1,132,000","529,000","603,000",
"1201  ","味全            ","684,000","87,000","597,000",
="033139","可成元富86購03  ","594,000","0","594,000",
="033372","國巨中信87購01  ","1,028,000","439,000","589,000",
="030585","友達麥證84購03  ","594,000","10,000","584,000",
="034315","大同元大88購01  ","654,000","70,000","584,000",
="033298","元日2X群益86購01","820,000","243,000","577,000",
="032575","盟立永豐85購01  ","704,000","130,000","574,000",
="031033","鴻海凱基84購02  ","700,000","138,000","562,000",
="031073","達邁凱基84購02  ","678,000","119,000","559,000",
="030725","光寶科中信84購01","594,000","40,000","554,000",
="032044","廣達中信85購01  ","595,000","45,000","550,000",
="033182","臻鼎元富86購01  ","791,000","243,000","548,000",
="033491","亞光國票86購01  ","1,508,000","961,000","547,000",
="032080","元大金兆豐85購01","577,000","35,000","542,000",
="030756","台積電元大85購06","537,000","0","537,000",
="033166","可成國票86購05  ","540,000","3,000","537,000",
"2515  ","中工            ","671,000","135,000","536,000",
="033107","台積電凱基86購02","1,079,000","545,000","534,000",
="03364P","超眾國票92售02  ","693,000","159,000","534,000",
="033069","滬深2X國票8A購01","569,000","37,000","532,000",
="032238","日月光元富85購01","862,000","332,000","530,000",
="030858","台積電永豐84購06","527,000","0","527,000",
="032652","華航元大87購01  ","846,000","321,000","525,000",
="033430","臺股指凱基86購16","575,000","50,000","525,000",
="030068","臺股指中信84購06","520,000","0","520,000",
="032657","同欣電元大87購01","721,000","201,000","520,000",
="032700","建準群益86購01  ","528,000","10,000","518,000",
="030311","南亞富邦84購01  ","517,000","0","517,000",
="031840","世紀鋼元大85購02","515,000","0","515,000",
="032852","義隆永豐86購01  ","511,000","0","511,000",
"9907  ","統一實          ","1,021,000","515,000","506,000",
"1457  ","宜進            ","503,000","0","503,000",
"1308  ","亞聚            ","906,000","405,000","501,000",
"2436  ","偉詮電          ","501,000","0","501,000",
="032260","上証2X永豐85購06","727,000","227,000","500,000",
="030192","GIS永豐84購02   ","496,000","0","496,000",
="031986","宏達電永豐85購03","595,000","100,000","495,000",
="033553","上銀國泰86購01  ","650,000","155,000","495,000",
="032961","台苯永豐86購01  ","494,000","0","494,000",
="030777","T50反1凱基8A購03","513,000","20,000","493,000",
="03443P","元油2X統一92售01","507,000","14,000","493,000",
="032582","上証2X國票85購04","619,000","130,000","489,000",
="033876","台郡凱基87購01  ","691,000","203,000","488,000",
="034152","奇力新永豐87購01","1,168,000","680,000","488,000",
="033385","東森永豐86購01  ","511,000","24,000","487,000",
="032352","台積電麥證85購07","510,000","26,000","484,000",
="033068","宏達電兆豐86購01","483,000","0","483,000",
="033775","億光元大89購01  ","841,000","361,000","480,000",
"1326  ","台化            ","707,000","231,000","476,000",
="033106","華新凱基86購01  ","558,000","85,000","473,000",
="031777","滬深2X兆豐85購01","510,000","40,000","470,000",
="031729","健鼎富邦87購01  ","802,000","337,000","465,000",
="032203","GIS永豐85購01   ","473,000","10,000","463,000",
="031270","智邦群益85購01  ","460,000","0","460,000",
="031507","南亞科元大86購01","619,000","165,000","454,000",
="031739","國喬凱基85購01  ","885,000","432,000","453,000",
