"101年06月20日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="0050  ","元大台灣50      ","5,117,000","1,098,000","4,019,000",
="050570","聯發科中信97購02","3,323,000","0","3,323,000",
="050966","日月光永豐95購01","2,143,000","99,000","2,044,000",
="06345P","創意國票89售01  ","2,328,000","436,000","1,892,000",
="048098","嘉澤凱基93購04  ","1,865,000","0","1,865,000",
="052803","冠德元大96購01  ","2,035,000","437,000","1,598,000",
="049103","易華電國泰96購01","2,692,000","1,140,000","1,552,000",
="05655P","南亞科統一96售01","1,676,000","223,000","1,453,000",
="050666","道瓊銀永豐94購01","1,478,000","188,000","1,290,000",
="006204","永豐臺灣加權    ","1,275,000","0","1,275,000",
="048818","台達電凱基94購01","1,270,000","0","1,270,000",
="051992","瑞儀兆豐65購01  ","1,680,000","427,000","1,253,000",
="049304","元油2X凱基95購05","1,249,000","0","1,249,000",
="06311P","嘉晶國票89售02  ","1,208,000","25,000","1,183,000",
="048794","易華電元大97購01","2,308,000","1,166,000","1,142,000",
="051928","大立光中信96購03","1,266,000","198,000","1,068,000",
="049407","台積電日盛94購02","1,040,000","0","1,040,000",
="05997P","台積電富邦87售03","1,011,000","0","1,011,000",
"2353  ","宏碁            ","1,424,000","413,000","1,011,000",
="048660","台積電統一93購09","1,038,000","35,000","1,003,000",
="050186","京鼎元大94購01  ","993,000","0","993,000",
="051909","潤泰全元大95購02","1,021,000","40,000","981,000",
="049896","聯發科統一94購06","929,000","0","929,000",
="051993","和碩元大95購03  ","948,000","22,000","926,000",
="052220","T50反1凱基98購01","908,000","0","908,000",
="052553","技嘉國票96購01  ","874,000","0","874,000",
"2489  ","瑞軒            ","881,000","21,000","860,000",
="049958","華新科統一94購08","833,000","0","833,000",
="047801","臺股指兆豐93購01","832,000","0","832,000",
="052781","瀚宇博國票97購03","783,000","0","783,000",
="052992","冠德台新96購01  ","803,000","28,000","775,000",
="049142","智邦元大94購01  ","876,000","126,000","750,000",
="051338","揚明光永豐95購02","770,000","20,000","750,000",
="048742","瀚宇博統一94購01","749,000","1,000","748,000",
="052326","滬深反中信99購01","761,000","40,000","721,000",
="048586","美利達富邦93購01","754,000","50,000","704,000",
="06371P","智邦元大88售05  ","1,650,000","959,000","691,000",
="048588","世紀鋼中信94購01","689,000","0","689,000",
="051885","易華電永豐95購02","697,000","10,000","687,000",
="051369","新光金富邦9A購01","677,000","0","677,000",
="051642","鈺齊台新95購01  ","1,112,000","443,000","669,000",
="052216","康友元大96購01  ","855,000","187,000","668,000",
="052561","矽創國票97購01  ","665,000","0","665,000",
="051962","晶相光永豐95購02","760,000","98,000","662,000",
="052946","智原國票97購02  ","769,000","111,000","658,000",
="047613","健策群益93購02  ","673,000","21,000","652,000",
="05768P","台積電凱基96售15","657,000","6,000","651,000",
="049100","華新科國泰96購01","873,000","225,000","648,000",
="048208","臺股指元大93購42","646,000","0","646,000",
="050625","康控第一94購01  ","645,000","0","645,000",
="048545","嘉澤永豐93購03  ","887,000","247,000","640,000",
="050959","元金2X永豐95購02","689,000","60,000","629,000",
="048784","台積電元大94購04","626,000","0","626,000",
"3005  ","神基            ","779,000","157,000","622,000",
="048871","晶豪科國票94購01","732,000","119,000","613,000",
="048222","台積電凱基93購26","612,000","0","612,000",
="05594P","旺宏國票96售04  ","909,000","297,000","612,000",
="047878","日股2X中信95購01","607,000","0","607,000",
="06708P","台郡凱基89售04  ","699,000","96,000","603,000",
="051498","智易群益96購01  ","596,000","10,000","586,000",
="06088P","台達電元大87售07","829,000","253,000","576,000",
="050478","致新永豐94購02  ","1,053,000","479,000","574,000",
="048486","傳奇國泰95購01  ","866,000","297,000","569,000",
="05726P","易華電永豐96售02","575,000","10,000","565,000",
="049883","台表科永豐94購02","612,000","50,000","562,000",
="050600","瑞儀國泰95購01  ","564,000","5,000","559,000",
="051609","貿聯群益95購03  ","778,000","220,000","558,000",
"2886  ","兆豐金          ","1,459,000","910,000","549,000",
="03064B","元熊AB          ","550,000","3,000","547,000",
="050085","國泰金元富94購01","547,000","0","547,000",
="06804P","華新科元大89售18","601,000","60,000","541,000",
="052901","台達電國票97購01","824,000","284,000","540,000",
="048833","揚明光凱基94購02","520,000","0","520,000",
="049926","智易元大95購02  ","520,000","0","520,000",
="052722","群創統一97購02  ","627,000","110,000","517,000",
="050776","康控元大96購03  ","619,000","104,000","515,000",
="046138","鴻海統一92購07  ","510,000","0","510,000",
="049455","上海銀統一94購02","509,000","0","509,000",
="050201","光磊群益94購01  ","622,000","113,000","509,000",
="052873","新唐凱基96購02  ","710,000","202,000","508,000",
="06172P","台積電中信88售04","855,000","347,000","508,000",
="047108","華邦電元大93購03","504,000","0","504,000",
="049734","瑞昱群益94購02  ","504,000","0","504,000",
="052100","滬深2X永昌96購01","502,000","2,000","500,000",
="052144","鴻海群益95購10  ","499,000","0","499,000",
="050352","欣興群益95購01  ","506,000","10,000","496,000",
="052666","瑞昱群益96購01  ","512,000","16,000","496,000",
="047780","友達中信96購01  ","495,000","0","495,000",
="050720","上証2X國票94購02","495,000","0","495,000",
="05829P","聯發科凱基88售01","495,000","0","495,000",
="052002","滬深2X國泰96購01","802,000","312,000","490,000",
="047313","華新科元大93購08","487,000","0","487,000",
"2887  ","台新金          ","773,000","287,000","486,000",
="052355","為升永豐95購02  ","494,000","10,000","484,000",
="048562","宏達電元大95購01","481,000","0","481,000",
"2337  ","旺宏            ","2,357,000","1,885,000","472,000",
="051879","健策台新96購01  ","916,000","446,000","470,000",
="052049","緯創凱基97購01  ","648,000","179,000","469,000",
"6176  ","瑞儀            ","499,000","30,000","469,000",
="051625","聯發科麥證95購01","461,000","0","461,000",
="052768","泰鼎群益96購01  ","1,069,000","614,000","455,000",
="048720","智易永豐94購02  ","494,000","45,000","449,000",
="047032","台虹元大93購01  ","447,000","2,000","445,000",
="048444","燿華凱基93購05  ","440,000","0","440,000",
="051947","矽力統一95購01  ","622,000","191,000","431,000",
="050723","楠梓電國票94購01","639,000","211,000","428,000",
="050944","智邦群益95購01  ","707,000","280,000","427,000",
="051730","為升國票96購02  ","814,000","387,000","427,000",
="050043","GIS亞東94購01   ","486,000","60,000","426,000",
="06537P","聯發科凱基89售05","425,000","0","425,000",
="049395","元油2X群益94購03","421,000","0","421,000",
="050574","微星國票94購01  ","630,000","217,000","413,000",
="051488","健策凱基96購04  ","481,000","70,000","411,000",
="051913","緯創元大96購01  ","2,145,000","1,735,000","410,000",
="050667","國巨永豐94購06  ","408,000","0","408,000",
="048460","盛群凱基94購01  ","406,000","0","406,000",
