"096年01月26日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="04919 ","群益B3          ","21,306,000","440,000","20,866,000",
="04922 ","群益B6          ","21,434,000","630,000","20,804,000",
="04921 ","群益B5          ","18,018,000","658,000","17,360,000",
="04925 ","大華FY          ","15,320,000","1,262,000","14,058,000",
="04923 ","群益B7          ","14,550,000","550,000","14,000,000",
="04926 ","元大EX          ","14,296,000","296,000","14,000,000",
="04928 ","元大EZ          ","14,407,000","450,000","13,957,000",
="04924 ","元大EV          ","15,223,000","1,720,000","13,503,000",
="04927P","大立光凱基95售06","13,308,000","47,000","13,261,000",
"2014  ","中鴻            ","1,449,000","396,000","1,053,000",
"2303  ","聯電            ","2,530,000","1,671,000","859,000",
="04909 ","元大JK          ","2,137,000","1,319,000","818,000",
"2614  ","東森            ","804,000","20,000","784,000",
"2368  ","金像電          ","785,000","43,000","742,000",
"1409  ","新纖            ","697,000","0","697,000",
"1440  ","南紡            ","816,000","145,000","671,000",
"2882  ","國泰金          ","877,000","286,000","591,000",
="04292 ","元大BT          ","675,000","97,000","578,000",
"2345  ","智邦            ","600,000","40,000","560,000",
"3009  ","奇美電          ","907,000","360,000","547,000",
"2515  ","中工            ","530,000","0","530,000",
"1303  ","南亞            ","528,000","0","528,000",
="04298 ","康和CQ          ","522,000","0","522,000",
="04217 ","日盛36          ","557,000","50,000","507,000",
"2467  ","志聖            ","499,000","1,000","498,000",
="04385 ","凱基4S          ","442,000","0","442,000",
"3006  ","晶豪科          ","430,000","0","430,000",
"3311  ","閎暉            ","419,000","14,000","405,000",
"5854  ","合庫            ","480,000","79,000","401,000",
="04186 ","凱基4A          ","400,000","0","400,000",
"2337  ","旺宏            ","705,000","305,000","400,000",
="04239 ","大華MH          ","392,000","0","392,000",
"3043  ","科風            ","392,000","1,000","391,000",
="04531 ","日盛65          ","1,154,000","767,000","387,000",
="04285 ","凱基4G          ","837,000","473,000","364,000",
="04389P","台積電凱基94售04","1,860,000","1,504,000","356,000",
="04258 ","永豐7M          ","336,000","0","336,000",
="04598 ","永豐9C          ","668,000","334,000","334,000",
"1905  ","華紙            ","326,000","0","326,000",
"6116  ","彩晶            ","331,000","9,000","322,000",
