"098年04月16日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2609  ","陽明            ","11,713,000","186,000","11,527,000",
" ","5854  ","合庫            ","4,595,000","21,000","4,574,000",
" ","2313  ","華通            ","4,522,000","0","4,522,000",
" ","2002  ","中鋼            ","4,187,000","53,000","4,134,000",
" ","3037  ","欣興            ","3,721,000","3,000","3,718,000",
" ","6213  ","聯茂            ","3,644,000","203,000","3,441,000",
" ","2882  ","國泰金          ","3,554,000","247,000","3,307,000",
" ","2408  ","南亞科          ","3,000,000","0","3,000,000",
" ","1102  ","亞泥            ","2,734,000","2,000","2,732,000",
" ","2886  ","兆豐金          ","2,534,000","62,000","2,472,000",
" ","2605  ","新興            ","2,452,000","2,000","2,450,000",
" ","2357  ","華碩            ","2,463,000","73,000","2,390,000",
" ","9905  ","大華            ","2,000,000","0","2,000,000",
" ","3231  ","緯創            ","2,382,000","551,000","1,831,000",
" ",="0055  ","元大MSCI金融    ","1,960,000","170,000","1,790,000",
" ","1312  ","國喬            ","1,750,000","0","1,750,000",
" ","6255  ","奈普            ","1,636,000","0","1,636,000",
" ","3009  ","奇美電          ","6,072,000","4,532,000","1,540,000",
" ","6269  ","台郡            ","1,540,000","0","1,540,000",
" ","2409  ","友達            ","3,539,000","2,139,000","1,400,000",
" ","3481  ","群創            ","1,856,000","503,000","1,353,000",
" ","2618  ","長榮航          ","4,935,000","3,662,000","1,273,000",
" ","2485  ","兆赫            ","1,250,000","1,000","1,249,000",
" ","3041  ","揚智            ","1,913,000","700,000","1,213,000",
" ","3061  ","璨圓            ","1,200,000","0","1,200,000",
" ","1722  ","台肥            ","1,077,000","8,000","1,069,000",
" ","3034  ","聯詠            ","1,216,000","191,000","1,025,000",
" ","2855  ","統一證          ","1,504,000","505,000","999,000",
" ","2601  ","益航            ","1,000,000","2,000","998,000",
" ","2448  ","晶電            ","996,000","0","996,000",
" ","5471  ","松翰            ","826,000","1,000","825,000",
" ","2612  ","中航            ","821,000","1,000","820,000",
" ","1402  ","遠東新          ","800,000","6,000","794,000",
" ","2884  ","玉山金          ","800,000","24,000","776,000",
" ","2504  ","國產            ","1,020,000","305,000","715,000",
" ","2911  ","麗嬰房          ","700,000","0","700,000",
" ","2606  ","裕民            ","680,000","2,000","678,000",
" ","5203  ","訊連            ","630,000","1,000","629,000",
" ","2451  ","創見            ","623,000","1,000","622,000",
" ","2393  ","億光            ","610,000","0","610,000",
" ","2498  ","宏達電          ","525,000","4,000","521,000",
" ","2881  ","富邦金          ","1,000,000","481,000","519,000",
" ","2303  ","聯電            ","1,510,000","1,008,000","502,000",
" ","2340  ","光磊            ","500,000","0","500,000",
" ","2371  ","大同            ","500,000","0","500,000",
" ","2023  ","燁輝            ","500,000","31,000","469,000",
" ","5534  ","長虹            ","453,000","2,000","451,000",
" ","3189  ","景碩            ","532,000","102,000","430,000",
" ","3060  ","銘異            ","430,000","2,000","428,000",
" ","2880  ","華南金          ","450,000","24,000","426,000",
" ","2368  ","金像電          ","446,000","25,000","421,000",
" ","6176  ","瑞儀            ","1,836,000","1,451,000","385,000",
" ","3035  ","智原            ","377,000","0","377,000",
" ","1614  ","三洋電          ","375,000","3,000","372,000",
" ","2353  ","宏碁            ","374,000","10,000","364,000",
" ","2891  ","中信金          ","350,000","43,000","307,000",
" ","1904  ","正隆            ","300,000","0","300,000",
" ","3031  ","佰鴻            ","300,000","2,000","298,000",
" ","1101  ","台泥            ","385,000","102,000","283,000",
" ","3474  ","華亞科          ","280,000","0","280,000",
" ","2885  ","元大金          ","270,000","30,000","240,000",
" ","1210  ","大成            ","1,474,000","1,242,000","232,000",
" ","6120  ","達運            ","220,000","0","220,000",
" ","2227  ","裕日車          ","300,000","90,000","210,000",
" ","2458  ","義隆            ","200,000","0","200,000",
" ","2462  ","良得電          ","200,000","0","200,000",
" ","6115  ","鎰勝            ","200,000","5,000","195,000",
" ","2363  ","矽統            ","200,000","7,000","193,000",
" ","2027  ","大成鋼          ","192,000","0","192,000",
" ","3026  ","禾伸堂          ","200,000","9,000","191,000",
" ","9940  ","信義            ","156,000","0","156,000",
" ","3010  ","華立            ","130,000","6,000","124,000",
" ","2208  ","台船            ","154,000","40,000","114,000",
" ","2454  ","聯發科          ","135,000","24,000","111,000",
" ","2452  ","乾坤            ","104,000","3,736","100,264",
" ","3605  ","宏致            ","80,000","0","80,000",
" ","2308  ","台達電          ","100,000","21,000","79,000",
" ","2384  ","勝華            ","65,000","0","65,000",
