"108年04月01日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2317  ","鴻海            ","7,837,000","1,152","7,835,848",
" ","2313  ","華通            ","3,993,916","0","3,993,916",
" ","6269  ","台郡            ","1,679,701","0","1,679,701",
" ","4958  ","臻鼎-KY         ","1,212,000","401","1,211,599",
" ","3711  ","日月光投控      ","1,116,588","0","1,116,588",
" ","3037  ","欣興            ","2,675,000","1,611,970","1,063,030",
" ","4927  ","泰鼎-KY         ","886,000","0","886,000",
" ","8150  ","南茂            ","855,000","1,334","853,666",
" ","8046  ","南電            ","1,356,000","578,189","777,811",
" ","2458  ","義隆            ","754,000","506","753,494",
" ","9938  ","百和            ","716,685","0","716,685",
" ","2349  ","錸德            ","500,000","0","500,000",
" ","2345  ","智邦            ","457,104","0","457,104",
" ","2329  ","華泰            ","442,000","0","442,000",
" ","3653  ","健策            ","431,000","0","431,000",
" ","3231  ","緯創            ","344,000","1,618","342,382",
" ","2330  ","台積電          ","331,000","1,860","329,140",
" ","2377  ","微星            ","284,000","382","283,618",
" ","3338  ","泰碩            ","273,000","0","273,000",
" ","2488  ","漢平            ","250,000","0","250,000",
" ","6213  ","聯茂            ","401,880","170,000","231,880",
" ","1590  ","亞德客-KY       ","224,089","0","224,089",
" ",="00637L","元大滬深300正2  ","218,000","0","218,000",
" ","2455  ","全新            ","200,000","0","200,000",
" ","5234  ","達興材料        ","200,000","0","200,000",
" ","2379  ","瑞昱            ","198,000","171","197,829",
" ","3665  ","貿聯-KY         ","232,110","50,802","181,308",
" ","3406  ","玉晶光          ","174,000","231","173,769",
" ",="00633L","富邦上証正2     ","165,000","0","165,000",
" ","2383  ","台光電          ","162,000","829","161,171",
" ","6239  ","力成            ","160,590","0","160,590",
" ","2480  ","敦陽科          ","157,000","0","157,000",
" ","3017  ","奇鋐            ","128,000","0","128,000",
" ","2603  ","長榮            ","102,742","0","102,742",
" ","2049  ","上銀            ","102,114","0","102,114",
" ","2328  ","廣宇            ","100,000","0","100,000",
" ","3708  ","上緯投控        ","100,000","0","100,000",
" ","4912  ","聯德控股-KY     ","99,000","0","99,000",
" ","6669  ","緯穎            ","97,000","0","97,000",
" ","6414  ","樺漢            ","89,051","0","89,051",
" ","1589  ","永冠-KY         ","200,000","115,000","85,000",
" ","2634  ","漢翔            ","71,854","0","71,854",
" ","2360  ","致茂            ","53,392","0","53,392",
" ","4943  ","康控-KY         ","40,000","0","40,000",
" ","4551  ","智伸科          ","66,000","30,000","36,000",
" ","6230  ","超眾            ","35,000","0","35,000",
" ","2474  ","可成            ","33,287","0","33,287",
" ","3413  ","京鼎            ","24,000","0","24,000",
" ","3576  ","聯合再生        ","20,075","0","20,075",
" ","4961  ","天鈺            ","20,000","0","20,000",
" ","3019  ","亞光            ","20,000","508","19,492",
" ","8464  ","億豐            ","17,000","73","16,927",
" ","6670  ","復盛應用        ","16,008","0","16,008",
" ","2454  ","聯發科          ","67,012","53,000","14,012",
" ","4977  ","眾達-KY         ","18,000","5,000","13,000",
