"100年11月18日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2301  ","光寶科          ","5,678,000","130,000","5,548,000",
" ","1305  ","華夏            ","2,668,000","70,000","2,598,000",
" ","2330  ","台積電          ","2,238,000","0","2,238,000",
" ","8078  ","華寶            ","1,700,000","0","1,700,000",
" ","2412  ","中華電          ","1,410,000","30,000","1,380,000",
" ","4904  ","遠傳            ","1,200,000","0","1,200,000",
" ","6153  ","嘉聯益          ","1,721,000","701,000","1,020,000",
" ","9904  ","寶成            ","955,000","0","955,000",
" ","3454  ","晶睿            ","1,239,000","411,000","828,000",
" ","3045  ","台灣大          ","822,000","8,000","814,000",
" ","4942  ","嘉彰            ","802,000","0","802,000",
" ","6269  ","台郡            ","782,000","55,000","727,000",
" ","2311  ","日月光          ","708,000","0","708,000",
" ","3034  ","聯詠            ","660,000","0","660,000",
" ","2409  ","友達            ","1,227,000","600,000","627,000",
" ","3545  ","敦泰            ","724,000","244,000","480,000",
" ","1313  ","聯成            ","469,000","0","469,000",
" ","4532  ","瑞智            ","401,000","0","401,000",
" ","2885  ","元大金          ","385,000","0","385,000",
" ","2382  ","廣達            ","352,000","0","352,000",
" ","910861","神州-DR         ","316,000","0","316,000",
" ","9945  ","潤泰新          ","312,000","0","312,000",
" ","1312  ","國喬            ","307,000","0","307,000",
" ","5706  ","鳳凰            ","305,000","0","305,000",
" ","6239  ","力成            ","301,000","25,000","276,000",
" ","2324  ","仁寶            ","262,000","0","262,000",
" ","2227  ","裕日車          ","185,000","0","185,000",
" ","6286  ","立錡            ","167,000","0","167,000",
" ","2474  ","可成            ","281,000","122,000","159,000",
" ","1210  ","大成            ","165,000","9,000","156,000",
" ","2347  ","聯強            ","152,000","0","152,000",
" ","3047  ","訊舟            ","150,000","0","150,000",
" ","6176  ","瑞儀            ","470,000","326,410","143,590",
" ","2812  ","台中銀          ","139,000","0","139,000",
" ","1337  ","再生-KY         ","124,000","0","124,000",
" ","3376  ","新日興          ","121,000","0","121,000",
" ",="01002T","土銀國泰R1      ","111,000","0","111,000",
" ","3030  ","德律            ","111,000","0","111,000",
" ","2834  ","臺企銀          ","108,000","0","108,000",
" ","1477  ","聚陽            ","107,000","0","107,000",
" ","4935  ","茂林-KY         ","107,000","0","107,000",
" ","2105  ","正新            ","106,000","0","106,000",
" ","2006  ","東和鋼鐵        ","101,000","0","101,000",
" ","1216  ","統一            ","87,000","0","87,000",
" ","2308  ","台達電          ","87,000","0","87,000",
" ","2454  ","聯發科          ","153,000","69,000","84,000",
" ","1733  ","五鼎            ","75,000","0","75,000",
" ","6271  ","同欣電          ","75,000","0","75,000",
" ","6285  ","啟碁            ","135,000","63,000","72,000",
" ","2395  ","研華            ","71,000","0","71,000",
" ","9925  ","新保            ","71,000","0","71,000",
" ","2379  ","瑞昱            ","60,000","0","60,000",
" ","2912  ","統一超          ","58,000","0","58,000",
" ","2880  ","華南金          ","57,000","0","57,000",
" ","9905  ","大華            ","55,000","0","55,000",
" ","3037  ","欣興            ","51,000","0","51,000",
" ","2707  ","晶華            ","41,000","0","41,000",
" ","3008  ","大立光          ","61,000","20,000","41,000",
" ","1402  ","遠東新          ","36,000","0","36,000",
" ","3697  ","F-晨星          ","49,000","15,000","34,000",
" ","1605  ","華新            ","33,000","0","33,000",
" ","6192  ","巨路            ","30,000","0","30,000",
" ","1521  ","大億            ","25,000","0","25,000",
" ","2327  ","國巨            ","20,000","0","20,000",
" ","4984  ","科納-KY         ","20,000","0","20,000",
" ","1702  ","南僑            ","17,000","0","17,000",
" ","2883  ","開發金          ","17,000","0","17,000",
" ","2515  ","中工            ","14,000","0","14,000",
" ","2504  ","國產            ","13,000","0","13,000",
" ","2882  ","國泰金          ","13,000","0","13,000",
" ","3042  ","晶技            ","13,000","0","13,000",
" ","1535  ","中宇            ","11,000","0","11,000",
" ","2888  ","新光金          ","11,000","0","11,000",
" ","1303  ","南亞            ","10,000","0","10,000",
" ","1707  ","葡萄王          ","10,000","0","10,000",
" ","2303  ","聯電            ","10,000","0","10,000",
" ","2887  ","台新金          ","9,000","0","9,000",
" ","2890  ","永豐金          ","9,000","0","9,000",
" ","2489  ","瑞軒            ","8,000","0","8,000",
" ","2206  ","三陽工業        ","7,000","0","7,000",
" ","2498  ","宏達電          ","7,000","0","7,000",
" ","2884  ","玉山金          ","7,000","0","7,000",
" ","6505  ","台塑化          ","7,000","0","7,000",
" ","1717  ","長興            ","6,000","0","6,000",
" ","2356  ","英業達          ","6,000","0","6,000",
" ","3059  ","華晶科          ","5,000","0","5,000",
" ","2101  ","南港            ","5,000","107","4,893",
" ","2603  ","長榮            ","4,000","0","4,000",
