"100年05月11日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="036419","滬深2X群益8A購02","6,212,000","1,451,000","4,761,000",
"1504  ","東元            ","4,024,000","574,888","3,449,112",
="034903","義隆凱基87購01  ","3,217,000","0","3,217,000",
="038989","台積電凱基8A購16","2,784,000","25,000","2,759,000",
="037826","漢唐元富89購02  ","2,724,000","268,000","2,456,000",
="037766","嘉澤群益8C購01  ","2,702,000","430,000","2,272,000",
="04115P","欣興群益93售06  ","2,296,000","418,000","1,878,000",
="035767","道瓊反富邦8B購01","1,793,000","62,000","1,731,000",
="038180","台積電凱基89購12","2,931,000","1,202,000","1,729,000",
="037278","晶電統一89購01  ","2,268,000","563,000","1,705,000",
="036145","上銀元大89購03  ","1,683,000","0","1,683,000",
="036925","上証反中信89購02","1,683,000","99,000","1,584,000",
="035003","百和康和87購01  ","1,490,000","0","1,490,000",
="040526","聯詠元大8B購01  ","2,230,000","779,000","1,451,000",
="037280","台表科統一89購01","1,559,000","131,000","1,428,000",
="039262","大立光統一8A購07","1,798,000","377,000","1,421,000",
="036105","大立光元大88購12","1,979,000","563,000","1,416,000",
="036082","大立光永豐88購02","1,452,000","215,000","1,237,000",
="040435","康舒群益8B購01  ","1,487,000","263,000","1,224,000",
="040194","中磊永豐8B購01  ","1,208,000","30,000","1,178,000",
="038243","可成元富89購02  ","1,378,000","207,000","1,171,000",
="037966","滬深2X統一8A購02","1,149,000","0","1,149,000",
"2887  ","台新金          ","1,854,000","714,034","1,139,966",
="038455","群臺反群益94購01","1,156,000","25,000","1,131,000",
="035145","奇力新凱基87購06","1,124,000","0","1,124,000",
="036734","禾伸堂永昌8A購01","1,130,000","30,000","1,100,000",
="038574","創意元大8A購01  ","1,147,000","80,000","1,067,000",
="034790","超眾元富87購03  ","1,045,000","0","1,045,000",
"1905  ","華紙            ","1,235,000","200,000","1,035,000",
="038141","亞德客國泰8A購02","1,796,000","768,000","1,028,000",
="039806","聯電國票8A購01  ","1,275,000","249,000","1,026,000",
="036706","GIS中信8B購01   ","1,021,000","0","1,021,000",
="037478","瑞儀群益8A購01  ","1,015,000","0","1,015,000",
="039231","南茂元大8A購01  ","1,089,000","80,000","1,009,000",
="039615","景碩國票8A購02  ","2,719,000","1,719,000","1,000,000",
