"096年12月28日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="07647 ","凱基28          ","18,728,000","1,258,000","17,470,000",
="07657 ","元大7S          ","17,749,000","289,000","17,460,000",
="07665 ","群益MS          ","14,085,000","15,000","14,070,000",
="07666 ","群益MT          ","14,628,000","558,000","14,070,000",
="07667 ","群益MU          ","14,691,000","643,000","14,048,000",
="07658 ","元大7T          ","15,123,000","1,122,000","14,001,000",
="07661 ","元大7W          ","15,292,000","1,291,000","14,001,000",
="07646 ","凱基27          ","14,000,000","0","14,000,000",
="07655 ","元大7Q          ","14,041,000","41,000","14,000,000",
="07644 ","亞東BN          ","13,998,000","0","13,998,000",
="07663 ","元大7Y          ","14,959,000","963,000","13,996,000",
="07651 ","凱基32          ","15,233,000","1,240,000","13,993,000",
="07662 ","元大7X          ","14,445,000","464,000","13,981,000",
="07653 ","元大7N          ","15,042,000","1,062,000","13,980,000",
="07656 ","元大F4          ","14,711,000","731,000","13,980,000",
="07654 ","元大7P          ","15,138,000","1,159,000","13,979,000",
="07664 ","群益MR          ","15,218,000","1,266,000","13,952,000",
="07652 ","元大7M          ","15,712,000","1,802,000","13,910,000",
="07659 ","元大7U          ","15,151,000","1,330,000","13,821,000",
="07645 ","凱基26          ","13,760,000","0","13,760,000",
="0050  ","元大台灣50      ","5,356,000","1,915,000","3,441,000",
"2337  ","旺宏            ","2,123,000","163,000","1,960,000",
="05534 ","大華AC          ","1,662,000","0","1,662,000",
="05145 ","元大FZ          ","1,627,000","302,000","1,325,000",
="06774 ","日盛HX          ","1,758,000","883,000","875,000",
="06444 ","日盛GZ          ","864,000","46,000","818,000",
"1402  ","遠東新          ","1,171,000","391,000","780,000",
="05669 ","元大NE          ","969,000","199,000","770,000",
"2311  ","日月光          ","983,000","216,000","767,000",
="05304 ","元富AG          ","757,000","0","757,000",
="05629 ","富邦EY          ","808,000","70,000","738,000",
"2475  ","華映            ","2,921,000","2,209,000","712,000",
="05613 ","兆豐NE          ","838,000","144,000","694,000",
"1216  ","統一            ","1,454,000","812,000","642,000",
="05804 ","永昌HG          ","694,000","62,000","632,000",
"2350  ","環電            ","696,000","89,000","607,000",
="06308 ","永昌HX          ","1,645,000","1,045,000","600,000",
"2610  ","華航            ","1,122,000","534,000","588,000",
="06866 ","元富EJ          ","738,000","159,000","579,000",
="05581 ","群益GI          ","645,000","71,000","574,000",
="05775 ","國泰CM          ","1,315,000","762,000","553,000",
"2609  ","陽明            ","638,000","89,000","549,000",
="05566 ","寶來GT          ","660,000","113,000","547,000",
="06269 ","統一86          ","547,000","0","547,000",
"3009  ","奇美電          ","4,029,000","3,491,000","538,000",
"2344  ","華邦電          ","666,000","154,000","512,000",
"2352  ","佳世達          ","752,000","248,000","504,000",
"3061  ","璨圓            ","507,000","7,000","500,000",
="05513 ","凱基JQ          ","953,000","466,000","487,000",
="06276 ","群益IY          ","675,000","190,000","485,000",
="06878 ","永豐LD          ","1,735,000","1,259,000","476,000",
="05849 ","永豐GC          ","480,000","18,000","462,000",
="05406 ","富邦67          ","453,000","57,000","396,000",
"2881  ","富邦金          ","655,000","260,000","395,000",
="05653 ","新壽L5          ","441,000","49,000","392,000",
="05393 ","國票D3          ","432,000","45,000","387,000",
="05543 ","工銀GB          ","417,000","31,000","386,000",
"2317  ","鴻海            ","720,000","336,000","384,000",
="07208 ","日盛KX          ","906,000","531,000","375,000",
="07217 ","永豐NF          ","2,470,000","2,100,000","370,000",
"2377  ","微星            ","524,000","154,000","370,000",
="05224 ","統一HL          ","366,000","0","366,000",
="06555 ","亞東AD          ","1,880,000","1,516,000","364,000",
="05512 ","凱基JP          ","384,000","21,000","363,000",
="05769 ","元大A8          ","371,000","15,000","356,000",
="05389 ","大華N3          ","350,000","0","350,000",
"3035  ","智原            ","415,000","79,000","336,000",
="05525 ","群益FY          ","1,571,000","1,238,000","333,000",
="07174 ","富邦F9          ","2,321,000","1,988,000","333,000",
="05906 ","寶來06          ","341,000","16,000","325,000",
"2303  ","聯電            ","598,000","284,000","314,000",
="05411 ","台証69          ","690,000","381,000","309,000",
="05667 ","群益GV          ","805,000","504,000","301,000",
="06402 ","元大J9          ","319,000","32,000","287,000",
"2504  ","國產            ","434,000","148,000","286,000",
"8131  ","福懋科          ","300,000","15,000","285,000",
="07032 ","元富FC          ","2,594,000","2,310,000","284,000",
="06083 ","永豐GU          ","440,000","158,000","282,000",
="05555 ","台証82          ","279,000","0","279,000",
="05753 ","凱基KG          ","400,000","123,000","277,000",
"3481  ","群創            ","742,000","465,000","277,000",
="06792 ","元大2V          ","521,000","248,000","273,000",
"2618  ","長榮航          ","4,365,000","4,096,000","269,000",
="06056 ","統一62          ","363,000","95,000","268,000",
="06128 ","寶來JB          ","282,000","15,000","267,000",
="07001 ","國票BD          ","3,165,000","2,900,000","265,000",
="06245 ","統一GQ          ","690,000","438,000","252,000",
="06253 ","永豐FB          ","256,000","5,000","251,000",
="06525 ","康和BA          ","1,015,000","765,000","250,000",
="05973 ","國泰CR          ","234,000","0","234,000",
="05618 ","元富AW          ","236,000","3,000","233,000",
="07156 ","永豐MS          ","2,065,000","1,832,000","233,000",
"3041  ","揚智            ","576,000","345,000","231,000",
"1229  ","聯華            ","359,330","132,000","227,330",
="06868 ","元富EL          ","1,893,000","1,668,000","225,000",
="06205 ","元富CP          ","301,000","78,000","223,000",
"2014  ","中鴻            ","270,000","49,000","221,000",
"1717  ","長興            ","245,000","27,000","218,000",
="05726 ","永昌E9          ","692,000","475,000","217,000",
="05969 ","統一53          ","761,000","545,000","216,000",
="05515 ","凱基JS          ","765,000","551,000","214,000",
="06353 ","永豐JD          ","950,000","736,000","214,000",
="06664 ","富邦C4          ","2,956,000","2,742,000","214,000",
"2393  ","億光            ","540,000","328,000","212,000",
"2103  ","台橡            ","477,000","270,000","207,000",
="06131 ","凱基41          ","205,000","0","205,000",
="06354 ","永豐JE          ","1,590,000","1,385,000","205,000",
="06811 ","富邦C8          ","389,000","186,000","203,000",
="05374 ","富邦EB          ","202,000","2,000","200,000",
="05291 ","富邦60          ","672,000","474,000","198,000",
="06025 ","兆豐04          ","906,000","708,000","198,000",
"2834  ","臺企銀          ","285,000","89,000","196,000",
="05687 ","永豐ES          ","198,000","3,000","195,000",
="06282 ","永豐HM          ","600,000","407,000","193,000",
="06351 ","第一11          ","2,839,000","2,646,000","193,000",
"2458  ","義隆            ","324,000","133,000","191,000",
="05861 ","元大B7          ","190,000","0","190,000",
="06572 ","永昌K6          ","193,000","5,000","188,000",
"2515  ","中工            ","213,000","26,000","187,000",
"2473  ","思源            ","187,000","345","186,655",
="06222 ","永豐ET          ","753,000","568,000","185,000",
"2371  ","大同            ","430,000","246,000","184,000",
="06413 ","大華MB          ","284,000","101,000","183,000",
="05314 ","日盛J6          ","795,000","615,000","180,000",
"2017  ","官田鋼          ","330,000","153,000","177,000",
"2889  ","國票金          ","200,000","26,000","174,000",
="05164 ","元大GG          ","232,000","61,000","171,000",
="05627 ","富邦EW          ","170,000","0","170,000",
="05774 ","國泰CL          ","515,000","345,000","170,000",
="06241 ","亞東N3          ","165,000","0","165,000",
="05707 ","大華AV          ","258,000","96,000","162,000",
="05737 ","群益GW          ","929,000","767,000","162,000",
="07606 ","一銀33          ","263,000","101,000","162,000",
"2325  ","矽品            ","258,000","98,000","160,000",
"5484  ","慧友            ","164,000","4,000","160,000",
="05928 ","永豐GE          ","161,000","2,000","159,000",
"2446  ","全懋            ","232,000","73,000","159,000",
="05016 ","寶來D8          ","1,256,000","1,098,000","158,000",
="05738 ","群益GX          ","158,000","0","158,000",
"6505  ","台塑化          ","807,000","650,000","157,000",
="07492 ","大華EU          ","647,000","498,000","149,000",
="06247 ","凱基LQ          ","533,000","385,000","148,000",
="07493 ","大華EV          ","426,000","278,000","148,000",
="05359 ","永豐DB          ","494,000","347,000","147,000",
"2601  ","益航            ","214,000","69,000","145,000",
="06766 ","大華CY          ","2,351,000","2,209,000","142,000",
="05953 ","大華BC          ","370,000","229,000","141,000",
="07311 ","元大5H          ","1,357,000","1,216,000","141,000",
"1718  ","中纖            ","255,000","114,000","141,000",
="06289 ","元大F9          ","310,000","170,000","140,000",
="06897 ","統一E5          ","481,000","341,000","140,000",
="06381 ","大華CI          ","358,000","220,000","138,000",
="07107 ","日盛KE          ","1,446,000","1,309,000","137,000",
="05995 ","凱基LD          ","356,000","220,000","136,000",
="05605 ","統一16          ","135,000","0","135,000",
="06067 ","元富CG          ","808,000","681,000","127,000",
="05327 ","日盛EC          ","136,000","10,000","126,000",
="06931 ","統一F2          ","1,389,000","1,263,000","126,000",
="07177 ","富邦G3          ","1,465,000","1,340,000","125,000",
