"094年04月08日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"1314  ","中石化          ","3,756,000","0","3,756,000",
"2014  ","中鴻            ","3,092,000","160,000","2,932,000",
"2889  ","國票金          ","2,540,000","0","2,540,000",
"2446  ","全懋            ","2,865,000","765,000","2,100,000",
="0542  ","工銀06          ","1,699,000","0","1,699,000",
"2883  ","開發金          ","1,665,000","0","1,665,000",
"3034  ","聯詠            ","1,560,000","190,000","1,370,000",
="03001 ","永豐99          ","3,429,000","2,137,000","1,292,000",
"6239  ","力成            ","1,742,000","555,000","1,187,000",
"2368  ","金像電          ","1,170,000","0","1,170,000",
"2823  ","中壽            ","1,195,000","30,000","1,165,000",
"2325  ","矽品            ","1,329,000","206,000","1,123,000",
"2315  ","神達            ","1,100,000","190,000","910,000",
"2441  ","超豐            ","1,206,000","300,000","906,000",
"2801  ","彰銀            ","1,238,000","412,000","826,000",
="0595  ","金鼎19          ","931,000","125,000","806,000",
"2402  ","毅嘉            ","858,000","120,000","738,000",
="0635  ","信證14          ","1,411,000","827,000","584,000",
"2459  ","敦吉            ","561,000","0","561,000",
="03025 ","富邦M2          ","1,181,000","645,000","536,000",
"2887  ","台新金          ","1,301,000","790,000","511,000",
"2396  ","精碟            ","505,000","2,000","503,000",
="0629  ","群益59          ","500,000","0","500,000",
"2822  ","農銀            ","589,000","95,000","494,000",
="0744  ","元大L5          ","1,533,000","1,097,000","436,000",
"2881  ","富邦金          ","463,000","38,000","425,000",
"2888  ","新光金          ","1,198,000","785,000","413,000",
="0619  ","台証50          ","400,000","0","400,000",
="0779  ","元大N4          ","752,000","352,000","400,000",
"3380  ","明泰            ","490,000","99,000","391,000",
"2454  ","聯發科          ","518,000","139,000","379,000",
"2498  ","宏達電          ","429,000","57,000","372,000",
"2002  ","中鋼            ","432,000","68,000","364,000",
"2469  ","力信            ","350,000","0","350,000",
="0694  ","中信58          ","330,000","0","330,000",
="0620  ","統一53          ","517,000","200,000","317,000",
="0604  ","中信47          ","708,000","397,000","311,000",
"2393  ","億光            ","300,000","0","300,000",
"6286  ","立錡            ","300,000","0","300,000",
"2353  ","宏碁            ","315,000","22,000","293,000",
="0636  ","信證15          ","561,000","269,000","292,000",
="0705  ","寶來64          ","1,533,000","1,243,000","290,000",
="0306  ","元京07          ","617,000","332,000","285,000",
="0308  ","元京09          ","371,000","113,000","258,000",
"2408  ","南亞科          ","700,000","448,000","252,000",
="0828  ","富邦49          ","424,000","182,000","242,000",
"2023  ","燁輝            ","248,000","15,000","233,000",
"1304  ","台聚            ","350,000","137,000","213,000",
"1303  ","南亞            ","211,000","11,000","200,000",
"2034  ","允強            ","200,000","0","200,000",
"6139  ","亞翔            ","200,000","0","200,000",
"1710  ","東聯            ","194,000","6,000","188,000",
"2303  ","聯電            ","1,784,000","1,599,000","185,000",
="0326  ","富邦63          ","311,000","129,000","182,000",
"3008  ","大立光          ","179,000","0","179,000",
"3019  ","亞光            ","200,000","21,000","179,000",
="0782  ","元大N7          ","715,000","537,000","178,000",
="03026 ","富邦M3          ","778,000","601,000","177,000",
"2418  ","雅新            ","176,000","0","176,000",
"6209  ","今國光          ","193,000","20,000","173,000",
="0610  ","富邦50          ","471,000","315,000","156,000",
"6285  ","啟碁            ","276,000","120,000","156,000",
="0314  ","大展01          ","1,868,000","1,713,000","155,000",
="0338  ","統一58          ","365,000","213,000","152,000",
"2431  ","聯昌            ","150,000","0","150,000",
