"099年09月21日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"2313  ","華通            ","12,100,000","751,000","11,349,000",
="030779","亞泥凱基84購03  ","9,555,000","2,000","9,553,000",
="032207","滬深2X元大85購06","7,362,000","859,000","6,503,000",
="04038 ","日盛18          ","4,420,000","0","4,420,000",
"2311  ","日月光          ","4,563,000","775,000","3,788,000",
="04039P","台積電統一93售04","2,317,000","0","2,317,000",
="032730","啟碁凱基86購02  ","3,779,000","1,779,000","2,000,000",
="032183","友達凱基85購05  ","1,994,000","35,000","1,959,000",
="04756 ","群益97          ","1,862,000","0","1,862,000",
="032775","宏達電元大89購01","1,620,000","13,000","1,607,000",
="03029P","旺宏永豐91售04  ","2,146,000","577,000","1,569,000",
="08465P","台灣50國票92售01","1,684,000","153,000","1,531,000",
="032851","奇力新永豐86購02","1,427,000","0","1,427,000",
="032211","聯電元大86購01  ","2,915,000","1,558,000","1,357,000",
"1229  ","聯華            ","2,006,000","696,000","1,310,000",
"2384  ","勝華            ","2,216,000","909,000","1,307,000",
="030828","隆達元富84購01  ","1,343,000","70,000","1,273,000",
"2349  ","錸德            ","1,708,000","437,000","1,271,000",
"2409  ","友達            ","1,722,000","457,000","1,265,000",
"3014  ","聯陽            ","1,323,360","87,000","1,236,360",
"6257  ","矽格            ","1,269,000","34,000","1,235,000",
="031906","可成元大85購07  ","1,224,000","51,000","1,173,000",
="032218","智易元大86購02  ","1,196,000","59,000","1,137,000",
="03414P","裕隆群益92售03  ","1,547,000","440,000","1,107,000",
="032833","達方兆豐86購01  ","1,105,000","5,000","1,100,000",
="030693","中石化永昌85購01","3,281,000","2,198,000","1,083,000",
="030954","國巨永豐84購09  ","1,559,000","490,000","1,069,000",
="04912 ","大華1F          ","1,078,000","18,000","1,060,000",
="030395","大同群益84購04  ","1,264,000","207,000","1,057,000",
="031108","鴻海群益84購11  ","1,056,000","3,000","1,053,000",
="04014 ","兆豐E2          ","1,042,000","0","1,042,000",
="031288","中工元富85購01  ","1,211,000","176,000","1,035,000",
"3702  ","大聯大          ","1,230,000","230,000","1,000,000",
="031358","台積電元大85購12","1,315,000","324,000","991,000",
="04046 ","日盛26          ","984,000","0","984,000",
="032604","中磊群益86購01  ","1,410,000","452,000","958,000",
="031986","宏達電永豐85購03","1,781,000","836,000","945,000",
="031748","智邦麥證86購01  ","1,231,000","288,000","943,000",
="03190P","台積電凱基91售27","1,325,000","396,000","929,000",
="04965 ","元富NF          ","1,020,000","95,000","925,000",
="04328 ","元大BZ          ","912,000","0","912,000",
="031746","台積電麥證86購03","1,085,000","175,000","910,000",
="030383","瑞昱麥證84購02  ","894,000","0","894,000",
"2458  ","義隆            ","1,032,000","144,000","888,000",
="03223P","玉晶光元大93售04","881,000","0","881,000",
="030905","臺股指元大84購54","1,369,000","508,000","861,000",
="032478","滬深2X元大85購07","898,000","50,000","848,000",
="032706","智易元富86購01  ","1,002,000","167,000","835,000",
="031518","國泰金兆豐85購01","941,000","110,000","831,000",
