"100年11月08日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="046201","台郡凱基92購01  ","3,178,000","37,000","3,141,000",
="044382","嘉聯益群益94購01","2,096,000","206,000","1,890,000",
"2891  ","中信金          ","1,722,000","76,000","1,646,000",
="045670","鴻海元大92購09  ","3,127,000","1,598,000","1,529,000",
="04329P","TPK群益93售04   ","1,449,000","0","1,449,000",
="045494","裕隆凱基92購02  ","1,467,000","58,000","1,409,000",
="042856","南電第一91購01  ","1,439,000","40,000","1,399,000",
="044597","可成亞東92購01  ","1,374,000","43,000","1,331,000",
="046443","超眾兆豐93購01  ","1,372,000","55,000","1,317,000",
="044807","瀚宇博凱基91購01","1,358,000","210,000","1,148,000",
="043309","揚明光凱基92購01","1,655,000","552,000","1,103,000",
="042554","台表科元大91購01","1,090,000","5,000","1,085,000",
="045067","燿華元大92購01  ","1,014,000","0","1,014,000",
="046448","亞德客凱基92購03","2,077,000","1,064,000","1,013,000",
="044666","創意國泰93購01  ","996,000","0","996,000",
="044582","GIS凱基92購01   ","987,000","0","987,000",
="044477","國巨統一91購02  ","1,247,000","272,000","975,000",
="046543","京元電台新92購01","1,047,000","85,000","962,000",
="045122","臺股指元大93購08","1,119,000","169,000","950,000",
="044280","T50反1凱基94購02","942,000","0","942,000",
="045388","群創元大93購05  ","1,537,000","600,000","937,000",
="045519","宏達電元富92購01","1,028,000","109,000","919,000",
="046179","超眾日盛92購01  ","1,295,000","381,000","914,000",
="046523","臺股指元大92購22","936,000","42,000","894,000",
="044912","瀚宇博凱基91購02","1,232,000","345,000","887,000",
"2354  ","鴻準            ","969,000","95,000","874,000",
="045353","聯詠凱基92購03  ","1,446,000","578,000","868,000",
="045888","宏達電元大92購04","1,071,000","209,000","862,000",
"2883  ","開發金          ","1,122,000","261,000","861,000",
="043679","鴻海凱基91購08  ","1,035,000","181,000","854,000",
"1605  ","華新            ","1,077,000","223,000","854,000",
="044215","可成凱基91購07  ","944,000","95,000","849,000",
="044615","聯茂兆豐93購01  ","1,039,000","218,000","821,000",
="042612","健鼎元大8C購01  ","974,000","157,000","817,000",
="044913","寶成凱基93購01  ","998,000","190,000","808,000",
="045847","智伸科康和92購01","837,000","50,000","787,000",
="045184","京元電統一93購01","1,040,000","256,000","784,000",
="045652","緯穎凱基92購01  ","1,487,000","703,000","784,000",
="044973","大成鋼國票92購01","1,556,000","774,000","782,000",
"2317  ","鴻海            ","1,145,000","366,000","779,000",
="045520","嘉聯益元富92購01","769,000","0","769,000",
"2313  ","華通            ","832,000","73,000","759,000",
="044835","南亞科元大91購14","755,000","0","755,000",
="041067","寶成凱基8B購01  ","748,000","0","748,000",
"2384  ","勝華            ","797,000","61,000","736,000",
="043125","冠德永豐91購01  ","856,000","125,000","731,000",
="044887","亞光麥證93購01  ","755,000","28,000","727,000",
="040804","聯詠元大8B購03  ","720,000","0","720,000",
="04901P","臺股指麥證94售02","846,000","127,000","719,000",
"1402  ","遠東新          ","827,000","121,000","706,000",
="05014P","臺股指元大95售05","1,961,000","1,262,000","699,000",
="041406","滬深2X兆豐8B購01","697,000","1,000","696,000",
="046207","群創國泰94購02  ","694,000","0","694,000",
="045875","仁寶元富92購01  ","716,000","29,000","687,000",
="04770P","鴻海元大94售09  ","1,206,000","533,000","673,000",
