"094年04月27日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2409  ","友達            ","13,063,000","920,000","12,143,000",
" ","2330  ","台積電          ","10,296,000","1,447,000","8,849,000",
" ","3009  ","奇美電          ","8,176,000","100,000","8,076,000",
" ","2303  ","聯電            ","2,614,000","13,000","2,601,000",
" ","2317  ","鴻海            ","1,776,000","102,000","1,674,000",
" ","2475  ","華映            ","2,155,000","500,000","1,655,000",
" ","2352  ","佳世達          ","1,502,000","0","1,502,000",
" ","2325  ","矽品            ","1,291,000","100,000","1,191,000",
" ","2884  ","玉山金          ","1,002,000","0","1,002,000",
" ","6116  ","彩晶            ","968,000","0","968,000",
" ","2446  ","全懋            ","902,000","28,000","874,000",
" ","1722  ","台肥            ","815,000","43,000","772,000",
" ","1710  ","東聯            ","901,000","200,000","701,000",
" ","2886  ","兆豐金          ","2,274,000","1,603,000","671,000",
" ","1704  ","榮化            ","1,106,000","500,000","606,000",
" ","2311  ","日月光          ","603,000","0","603,000",
" ","3012  ","廣輝            ","445,000","0","445,000",
" ","2449  ","京元電子        ","676,000","300,000","376,000",
" ","3051  ","力特            ","601,000","240,000","361,000",
" ","9105  ","泰金寶-DR       ","360,000","0","360,000",
" ","2498  ","宏達電          ","323,000","1,000","322,000",
" ","2396  ","精碟            ","301,000","0","301,000",
" ","2617  ","台航            ","301,000","0","301,000",
" ","1737  ","臺鹽            ","300,000","0","300,000",
" ","3024  ","憶聲            ","300,000","0","300,000",
" ","2393  ","億光            ","300,000","50,000","250,000",
" ","6142  ","友勁            ","300,000","50,000","250,000",
" ","3063  ","飛信            ","233,000","0","233,000",
" ","2377  ","微星            ","202,000","0","202,000",
" ","2308  ","台達電          ","401,000","200,000","201,000",
" ","3023  ","信邦            ","200,000","0","200,000",
" ","3035  ","智原            ","200,000","0","200,000",
" ","2397  ","友通            ","190,000","0","190,000",
" ","2891  ","中信金          ","654,000","479,000","175,000",
" ","2908  ","特力            ","125,000","0","125,000",
" ","2618  ","長榮航          ","818,000","700,000","118,000",
" ","3059  ","華晶科          ","117,000","0","117,000",
" ","2454  ","聯發科          ","274,000","160,000","114,000",
" ","1216  ","統一            ","103,000","0","103,000",
" ","2347  ","聯強            ","101,000","0","101,000",
" ","2888  ","新光金          ","69,000","890","68,110",
" ","1536  ","和大            ","50,000","0","50,000",
" ","6168  ","宏齊            ","50,000","0","50,000",
" ","1304  ","台聚            ","49,000","0","49,000",
" ","3060  ","銘異            ","48,000","2,000","46,000",
" ","2387  ","精元            ","43,000","0","43,000",
" ","2354  ","鴻準            ","40,000","0","40,000",
" ","2474  ","可成            ","52,000","14,000","38,000",
" ","1605  ","華新            ","37,000","0","37,000",
" ","2480  ","敦陽科          ","35,000","0","35,000",
" ","3046  ","建碁            ","32,000","0","32,000",
" ","6235  ","華孚            ","30,000","0","30,000",
" ","1560  ","中砂            ","20,000","0","20,000",
" ","2492  ","華新科          ","20,000","0","20,000",
" ","3189  ","景碩            ","20,000","0","20,000",
" ","2822  ","農銀            ","19,000","0","19,000",
" ","2023  ","燁輝            ","16,000","0","16,000",
" ","2382  ","廣達            ","14,000","0","14,000",
" ","2403  ","友尚            ","13,000","0","13,000",
" ","9941  ","裕融            ","10,000","0","10,000",
" ","2883  ","開發金          ","9,000","0","9,000",
" ","2880  ","華南金          ","5,000","0","5,000",
" ","2337  ","旺宏            ","4,000","0","4,000",
" ","2890  ","永豐金          ","4,000","0","4,000",
" ","2324  ","仁寶            ","3,000","0","3,000",
" ","2344  ","華邦電          ","3,000","0","3,000",
" ","2371  ","大同            ","3,000","0","3,000",
" ","1434  ","福懋            ","2,000","0","2,000",
" ","1504  ","東元            ","2,000","0","2,000",
" ","1903  ","士紙            ","2,000","0","2,000",
" ","2017  ","官田鋼          ","2,000","0","2,000",
" ","2356  ","英業達          ","2,000","0","2,000",
" ","2423  ","固緯            ","2,000","0","2,000",
" ","2808  ","北商銀          ","2,000","0","2,000",
" ","2820  ","華票            ","2,000","0","2,000",
" ","2838  ","聯邦銀          ","2,000","0","2,000",
" ","2849  ","安泰銀          ","2,000","0","2,000",
" ","2885  ","元大金          ","2,000","0","2,000",
" ","3028  ","增你強          ","2,000","0","2,000",
" ","5854  ","合庫            ","2,000","0","2,000",
" ","1101A ","台泥特          ","1,000","0","1,000",
" ","1102  ","亞泥            ","1,000","0","1,000",
" ","1103  ","嘉泥            ","1,000","0","1,000",
" ","1210  ","大成            ","1,000","0","1,000",
