"098年11月20日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="0061  ","元大寶滬深      ","2,961,000","43,000","2,918,000",
="03978 ","富邦CN          ","2,243,000","250,000","1,993,000",
"1907  ","永豐餘          ","1,581,000","146,000","1,435,000",
"6120  ","達運            ","1,450,000","59,000","1,391,000",
="04023 ","兆豐F2          ","1,813,000","457,000","1,356,000",
"2311  ","日月光          ","1,839,000","486,000","1,353,000",
"2303  ","聯電            ","2,121,000","817,000","1,304,000",
"8008  ","建興電          ","1,614,000","343,000","1,271,000",
="03666 ","寶來94          ","1,252,000","30,000","1,222,000",
"2823  ","中壽            ","1,212,000","12,000","1,200,000",
="05769 ","元大A8          ","1,253,000","56,000","1,197,000",
="08252P","台積電凱基8C售01","1,549,000","353,000","1,196,000",
="03534P","臻鼎元大92售06  ","1,194,000","0","1,194,000",
="03493P","臺股指富邦92售03","1,040,000","1,000","1,039,000",
"2449  ","京元電子        ","1,629,000","600,000","1,029,000",
="05443P","宏達電元大95售05","1,049,000","30,000","1,019,000",
="08152P","大立光凱基8B售13","974,000","62,000","912,000",
"1416  ","廣豐            ","893,000","0","893,000",
="05538 ","大華AG          ","846,000","26,000","820,000",
"2454  ","聯發科          ","1,070,000","262,000","808,000",
"1314  ","中石化          ","754,000","16,000","738,000",
="04070 ","元大97          ","1,139,000","492,000","647,000",
="08244P","和鑫國票8C售01  ","836,000","203,000","633,000",
="03584P","鴻海元大92售12  ","607,000","2,000","605,000",
"2480  ","敦陽科          ","644,000","40,000","604,000",
="03536P","臺股指元大92售15","594,000","0","594,000",
"3062  ","建漢            ","722,000","135,000","587,000",
="03815P","嘉聯益凱基93售03","584,000","0","584,000",
="03627 ","國票BN          ","600,000","20,000","580,000",
"6257  ","矽格            ","580,000","0","580,000",
="03991 ","統一CY          ","598,000","20,000","578,000",
="04097 ","元富KW          ","666,000","88,000","578,000",
="05515 ","凱基JS          ","683,000","153,000","530,000",
="03496 ","凱基1W          ","620,000","92,000","528,000",
="08232P","亞泥元大8C售01  ","530,000","2,000","528,000",
="04943 ","元大FQ          ","540,000","21,000","519,000",
="06052 ","統一58          ","633,000","116,000","517,000",
="04073 ","元大AA          ","665,000","151,000","514,000",
="04132 ","兆豐G6          ","505,000","0","505,000",
="03847 ","永豐5B          ","550,000","50,000","500,000",
="03832 ","工銀KB          ","498,000","7,000","491,000",
"6153  ","嘉聯益          ","520,000","30,000","490,000",
="05043 ","兆豐N9          ","1,152,000","673,000","479,000",
="03808 ","永豐4V          ","479,000","2,000","477,000",
="04299P","卜蜂中信93售02  ","468,000","1,000","467,000",
="04439 ","永豐J1          ","529,000","65,000","464,000",
="04707 ","大華NP          ","540,000","90,000","450,000",
"2455  ","全新            ","449,000","5,000","444,000",
="04694 ","統一FJ          ","467,000","26,000","441,000",
"2485  ","兆赫            ","439,000","2,000","437,000",
"3481  ","群創            ","557,000","123,000","434,000",
"1904  ","正隆            ","445,000","36,000","409,000",
="04032 ","永豐5W          ","502,000","103,000","399,000",
="04354 ","群益69          ","397,000","0","397,000",
="04759 ","康和DS          ","396,000","0","396,000",
="05595 ","永豐DZ          ","778,000","391,000","387,000",
="04385 ","凱基4S          ","412,000","30,000","382,000",
="04966P","台表科元大94售04","405,000","26,000","379,000",
="04614P","光罩群益94售02  ","423,000","46,000","377,000",
="05242 ","元富06          ","452,000","77,000","375,000",
"3474  ","華亞科          ","912,000","538,000","374,000",
"1523  ","開億            ","357,000","2,000","355,000",
="08205P","漢唐元大8B售10  ","370,000","20,000","350,000",
="03415 ","富邦AJ          ","378,000","30,000","348,000",
="03637 ","永昌LC          ","428,000","80,000","348,000",
="05649 ","凱基KB          ","361,000","13,000","348,000",
="04535 ","工銀LE          ","357,000","12,000","345,000",
="08193P","旺宏凱基8C售04  ","1,149,000","807,000","342,000",
="04825 ","寶來D2          ","384,000","43,000","341,000",
="05951 ","群益HW          ","542,000","210,000","332,000",
