"094年10月14日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="03488 ","元大38          ","21,408,000","568,000","20,840,000",
="03485 ","元大35          ","19,892,000","682,000","19,210,000",
="03487 ","元大37          ","17,090,000","108,000","16,982,000",
="03486 ","元大36          ","14,986,000","1,011,000","13,975,000",
"2834  ","臺企銀          ","3,746,000","901,000","2,845,000",
"2892  ","第一金          ","3,120,000","883,000","2,237,000",
"2534  ","宏盛            ","1,898,000","40,000","1,858,000",
"2883  ","開發金          ","1,929,000","132,000","1,797,000",
"2801  ","彰銀            ","2,237,000","503,000","1,734,000",
"2847  ","大眾銀          ","1,641,000","53,000","1,588,000",
="03319 ","兆豐A1          ","1,886,000","691,000","1,195,000",
"2883A ","開發特          ","1,150,000","0","1,150,000",
"1101  ","台泥            ","1,160,000","165,000","995,000",
"2330  ","台積電          ","830,000","133,000","697,000",
="03107 ","元大9S          ","1,108,000","462,000","646,000",
="01002T","土銀國泰R1      ","660,000","20,000","640,000",
="03202 ","統一BP          ","1,804,000","1,206,000","598,000",
"2352  ","佳世達          ","1,232,000","718,000","514,000",
"1402  ","遠東新          ","658,000","214,000","444,000",
="03274P","可成兆豐92售03  ","598,000","163,000","435,000",
="03317 ","兆豐1Y          ","645,000","230,000","415,000",
="03245 ","日盛MU          ","1,262,000","862,000","400,000",
"2888  ","新光金          ","459,000","61,455","397,545",
"2618  ","長榮航          ","525,000","129,000","396,000",
"1720  ","生達            ","360,000","1,000","359,000",
="03283 ","寶來85          ","1,895,000","1,556,000","339,000",
="03305 ","元大17          ","703,000","392,000","311,000",
"2903  ","遠百            ","628,000","331,000","297,000",
"2884  ","玉山金          ","303,000","25,000","278,000",
"3009  ","奇美電          ","535,000","263,000","272,000",
="03167 ","日盛MK          ","352,000","108,000","244,000",
="03298 ","大華GZ          ","231,000","21,000","210,000",
="03109 ","元大9U          ","409,000","200,000","209,000",
"1313  ","聯成            ","212,000","13,000","199,000",
