"107年08月14日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","1402  ","遠東新          ","5,403,000","0","5,403,000",
" ","2002  ","中鋼            ","5,100,000","18,000","5,082,000",
" ","1102  ","亞泥            ","4,302,000","0","4,302,000",
" ","2014  ","中鴻            ","3,455,000","200,000","3,255,000",
" ","1101  ","台泥            ","2,980,000","0","2,980,000",
" ","1312  ","國喬            ","2,342,000","0","2,342,000",
" ","3037  ","欣興            ","2,217,000","0","2,217,000",
" ","2834  ","臺企銀          ","1,800,000","8,000","1,792,000",
" ","4958  ","臻鼎-KY         ","1,211,000","0","1,211,000",
" ","2382  ","廣達            ","1,082,000","0","1,082,000",
" ","1305  ","華夏            ","987,000","0","987,000",
" ","6141  ","柏承            ","943,000","0","943,000",
" ","2345  ","智邦            ","556,000","0","556,000",
" ","5871  ","中租-KY         ","462,000","0","462,000",
" ","3533  ","嘉澤            ","571,000","165,000","406,000",
" ","1476  ","儒鴻            ","309,000","0","309,000",
" ","1477  ","聚陽            ","257,000","0","257,000",
" ","6269  ","台郡            ","239,000","0","239,000",
" ","1605  ","華新            ","200,000","0","200,000",
" ","3443  ","創意            ","268,000","71,000","197,000",
" ","2368  ","金像電          ","173,000","0","173,000",
" ","1326  ","台化            ","170,000","0","170,000",
" ","2606  ","裕民            ","165,000","0","165,000",
" ",="00633L","富邦上証正2     ","160,000","0","160,000",
" ","2884  ","玉山金          ","151,000","12,000","139,000",
" ","6153  ","嘉聯益          ","135,000","0","135,000",
" ","2330  ","台積電          ","166,000","36,000","130,000",
" ","2882  ","國泰金          ","210,000","80,000","130,000",
" ","1216  ","統一            ","125,000","6,000","119,000",
" ","3583  ","辛耘            ","181,000","63,000","118,000",
" ","2412  ","中華電          ","120,000","9,000","111,000",
" ","2885  ","元大金          ","123,000","13,000","110,000",
" ","5907  ","大洋-KY         ","108,000","0","108,000",
" ","9914  ","美利達          ","104,000","0","104,000",
" ","1319  ","東陽            ","100,000","0","100,000",
" ","2612  ","中航            ","100,000","0","100,000",
" ","3376  ","新日興          ","100,000","0","100,000",
" ","8039  ","台虹            ","100,000","0","100,000",
" ","6239  ","力成            ","85,000","0","85,000",
" ","2633  ","台灣高鐵        ","77,000","0","77,000",
" ","3044  ","健鼎            ","66,000","0","66,000",
" ","1909  ","榮成            ","60,000","0","60,000",
" ","3711  ","日月光投控      ","60,000","5,000","55,000",
" ","2351  ","順德            ","50,000","0","50,000",
" ","5269  ","祥碩            ","44,000","0","44,000",
" ","8464  ","億豐            ","39,000","0","39,000",
" ","4137  ","麗豐-KY         ","35,000","0","35,000",
" ","4148  ","全宇生技-KY     ","27,000","0","27,000",
" ","3008  ","大立光          ","48,000","24,400","23,600",
" ","4551  ","智伸科          ","48,000","25,000","23,000",
" ","2317  ","鴻海            ","18,000","0","18,000",
" ","4938  ","和碩            ","17,000","0","17,000",
" ","2303  ","聯電            ","14,000","0","14,000",
" ","2409  ","友達            ","11,000","0","11,000",
" ","2383  ","台光電          ","10,000","0","10,000",
" ","3481  ","群創            ","10,000","0","10,000",
" ","6213  ","聯茂            ","10,000","0","10,000",
" ","9910  ","豐泰            ","7,000","0","7,000",
