"101年03月07日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3041  ","揚智            ","2,553,000","0","2,553,000",
" ","1907  ","永豐餘          ","1,626,000","0","1,626,000",
" ","2023  ","燁輝            ","1,606,000","1,000","1,605,000",
" ","5871  ","中租-KY         ","1,569,000","0","1,569,000",
" ","2313  ","華通            ","1,511,000","0","1,511,000",
" ","1905  ","華紙            ","1,137,000","0","1,137,000",
" ","2355  ","敬鵬            ","1,075,000","0","1,075,000",
" ","3380  ","明泰            ","1,050,000","0","1,050,000",
" ","9914  ","美利達          ","914,000","20,000","894,000",
" ","6269  ","台郡            ","904,000","21,392","882,608",
" ","4532  ","瑞智            ","849,000","1,000","848,000",
" ","3049  ","和鑫            ","831,000","0","831,000",
" ","4958  ","臻鼎-KY         ","768,000","0","768,000",
" ","3698  ","隆達            ","638,000","0","638,000",
" ","1537  ","廣隆            ","621,000","0","621,000",
" ","4904  ","遠傳            ","623,000","2,000","621,000",
" ","3596  ","智易            ","620,000","0","620,000",
" ","1326  ","台化            ","618,000","0","618,000",
" ","1513  ","中興電          ","600,000","0","600,000",
" ","6239  ","力成            ","736,000","200,850","535,150",
" ","2497  ","怡利電          ","535,000","0","535,000",
" ","3454  ","晶睿            ","552,000","25,000","527,000",
" ","4935  ","茂林-KY         ","526,000","0","526,000",
" ","3545  ","敦泰            ","501,000","0","501,000",
" ","1303  ","南亞            ","500,000","0","500,000",
" ","2603  ","長榮            ","1,000,000","501,000","499,000",
" ","1301  ","台塑            ","350,000","0","350,000",
" ","6257  ","矽格            ","350,000","0","350,000",
" ","2324  ","仁寶            ","300,000","2,000","298,000",
" ","6505  ","台塑化          ","291,000","0","291,000",
" ","2454  ","聯發科          ","302,000","28,000","274,000",
" ","3045  ","台灣大          ","260,000","0","260,000",
" ","2317  ","鴻海            ","250,000","0","250,000",
" ","6209  ","今國光          ","209,000","0","209,000",
" ","2455  ","全新            ","444,000","236,000","208,000",
" ","3645  ","達邁            ","205,000","0","205,000",
" ","1722  ","台肥            ","200,000","0","200,000",
" ","3036  ","文曄            ","200,000","0","200,000",
" ","2383  ","台光電          ","200,000","1,000","199,000",
" ","2618  ","長榮航          ","700,000","502,000","198,000",
" ","3697  ","F-晨星          ","196,000","1,000","195,000",
" ","2201  ","裕隆            ","200,000","21,000","179,000",
" ","2357  ","華碩            ","317,000","169,000","148,000",
" ","2473  ","思源            ","133,000","0","133,000",
" ","5203  ","訊連            ","121,000","0","121,000",
" ","4938  ","和碩            ","119,000","1,000","118,000",
" ","1225  ","福懋油          ","103,000","0","103,000",
" ","1507  ","永大            ","100,000","0","100,000",
" ","2105  ","正新            ","100,000","0","100,000",
" ","2812  ","台中銀          ","100,000","0","100,000",
" ","8070  ","長華            ","100,000","0","100,000",
" ","3406  ","玉晶光          ","84,000","0","84,000",
" ","9939  ","宏全            ","150,000","83,000","67,000",
" ","8078  ","華寶            ","650,000","590,000","60,000",
" ","8131  ","福懋科          ","60,000","0","60,000",
" ","1219  ","福壽            ","60,000","1,000","59,000",
" ","3015  ","全漢            ","53,000","0","53,000",
