"097年01月30日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="03138 ","永豐18          ","15,423,000","923,000","14,500,000",
="03137 ","凱基89          ","14,653,000","436,000","14,217,000",
="03135 ","凱基87          ","14,558,000","478,000","14,080,000",
="03136 ","凱基88          ","14,365,000","285,000","14,080,000",
="03139 ","凱基91          ","14,785,000","706,000","14,079,000",
="03134 ","凱基86          ","14,420,000","375,000","14,045,000",
="03124 ","永豐1A          ","15,108,000","1,108,000","14,000,000",
="03132 ","群益NL          ","14,331,000","331,000","14,000,000",
="03131 ","群益NK          ","14,259,000","263,000","13,996,000",
="03141P","大立光永豐91售06","14,480,000","514,000","13,966,000",
="03142 ","統一AU          ","14,932,000","1,003,000","13,929,000",
="03143 ","統一AV          ","16,590,000","2,706,000","13,884,000",
="03133 ","元富23          ","14,285,000","480,000","13,805,000",
="05723 ","元大NP          ","1,421,000","129,000","1,292,000",
="05553 ","台証80          ","1,252,000","5,000","1,247,000",
"3009  ","奇美電          ","3,961,000","2,761,000","1,200,000",
="07263P","鴻海統一8A售06  ","920,000","0","920,000",
="06153 ","亞東EP          ","799,000","0","799,000",
"2606  ","裕民            ","783,000","27,000","756,000",
="06033 ","群益IC          ","1,640,000","898,000","742,000",
"1301  ","台塑            ","799,000","153,000","646,000",
="06284 ","永豐HP          ","614,000","0","614,000",
"2330  ","台積電          ","852,000","238,000","614,000",
"2014  ","中鴻            ","634,000","26,000","608,000",
="07174 ","富邦F9          ","1,884,000","1,355,000","529,000",
="05996 ","凱基LE          ","476,000","0","476,000",
="06067 ","元富CG          ","2,286,000","1,816,000","470,000",
"2324  ","仁寶            ","492,000","50,000","442,000",
"3481  ","群創            ","450,000","79,000","371,000",
"2475  ","華映            ","745,000","418,000","327,000",
="07164 ","元大4X          ","1,342,000","1,020,000","322,000",
="05997 ","元大C6          ","617,000","312,000","305,000",
="07516 ","工銀IN          ","1,351,000","1,072,000","279,000",
="05779 ","元富BE          ","278,000","1,000","277,000",
="06045 ","日盛FW          ","367,000","93,000","274,000",
"2311  ","日月光          ","318,000","46,000","272,000",
="06907 ","元大3Y          ","314,000","50,000","264,000",
="07942 ","元大M8          ","1,585,000","1,333,000","252,000",
"1402  ","遠東新          ","472,000","222,000","250,000",
="06445 ","日盛HA          ","267,000","27,000","240,000",
"1605  ","華新            ","366,000","129,000","237,000",
="06188 ","日盛GM          ","460,000","228,000","232,000",
="0056  ","元大高股息      ","453,000","224,000","229,000",
="06472 ","永豐JT          ","999,000","775,000","224,000",
="07074 ","日盛JX          ","1,007,000","786,000","221,000",
="07719 ","元大8E          ","2,689,000","2,469,000","220,000",
"1216  ","統一            ","328,000","108,000","220,000",
="06128 ","寶來JB          ","217,000","0","217,000",
"2612  ","中航            ","220,000","5,000","215,000",
="05841 ","永豐FW          ","435,000","221,000","214,000",
="05626 ","統一21          ","222,000","20,000","202,000",
="05624 ","統一19          ","200,000","0","200,000",
="05336 ","永豐CV          ","333,000","142,000","191,000",
"1229  ","聯華            ","206,000","15,000","191,000",
="07913 ","元富HS          ","2,261,000","2,075,000","186,000",
="06595 ","富邦B6          ","1,102,000","919,000","183,000",
"1313  ","聯成            ","193,000","12,000","181,000",
="05622 ","元富BA          ","198,000","20,000","178,000",
="06141 ","國票N4          ","176,000","1,000","175,000",
="06171 ","兆豐09          ","258,000","85,000","173,000",
="07589 ","元大7F          ","833,000","662,000","171,000",
"2317  ","鴻海            ","245,000","74,000","171,000",
"2337  ","旺宏            ","171,000","0","171,000",
="06248 ","凱基LR          ","270,000","100,000","170,000",
="06906 ","永豐HR          ","1,299,000","1,129,000","170,000",
"2002  ","中鋼            ","371,000","201,000","170,000",
"2536  ","宏普            ","181,000","12,000","169,000",
="07373 ","大華EJ          ","1,796,000","1,631,000","165,000",
"2890  ","永豐金          ","531,000","366,000","165,000",
="06615 ","日盛HF          ","287,000","123,000","164,000",
"2454  ","聯發科          ","251,000","87,000","164,000",
="05326 ","日盛EB          ","161,000","0","161,000",
="06618 ","日盛HI          ","160,000","0","160,000",
="07643 ","國泰ES          ","824,000","666,000","158,000",
="05224 ","統一HL          ","147,000","0","147,000",
="06775 ","日盛HY          ","1,232,000","1,085,000","147,000",
="07753 ","大華44          ","1,173,000","1,026,000","147,000",
="07934 ","元大L9          ","335,000","188,000","147,000",
="07052 ","群益LQ          ","888,000","750,000","138,000",
="06068 ","富邦87          ","135,000","0","135,000",
"2474  ","可成            ","224,000","91,000","133,000",
="05999 ","工銀FF          ","193,000","63,000","130,000",
"2498  ","宏達電          ","173,000","43,000","130,000",
"3037  ","欣興            ","140,000","11,000","129,000",
="07404P","臻鼎元大8A售06  ","619,000","492,000","127,000",
="07801 ","富邦L5          ","1,105,000","978,000","127,000",
"2888  ","新光金          ","489,000","362,000","127,000",
="07001 ","國票BD          ","631,000","508,000","123,000",
="07339 ","永豐11          ","724,000","602,000","122,000",
="06354 ","永豐JE          ","197,000","77,000","120,000",
="07667 ","群益MU          ","689,000","569,000","120,000",
="07512 ","日盛LP          ","124,000","5,000","119,000",
="06798 ","寶來LP          ","637,000","519,000","118,000",
"6505  ","台塑化          ","245,000","130,000","115,000",
"2486  ","一詮            ","114,000","0","114,000",
="06734 ","元富DV          ","1,376,000","1,266,000","110,000",
"2379  ","瑞昱            ","262,000","154,000","108,000",
="07378 ","統一G9          ","190,000","85,000","105,000",
="07796 ","亞東GF          ","1,686,000","1,583,000","103,000",
"6255  ","奈普            ","103,000","0","103,000",
="05715 ","永豐EY          ","101,000","0","101,000",
"6168  ","宏齊            ","106,000","6,000","100,000",
="05126 ","大華1I          ","126,000","27,000","99,000",
="06214 ","群益IT          ","794,000","697,000","97,000",
="07556 ","凱基12          ","1,233,000","1,136,000","97,000",
"2618  ","長榮航          ","1,321,000","1,224,000","97,000",
="07846 ","統一L6          ","822,000","727,000","95,000",
="07656 ","元大F4          ","1,357,000","1,264,000","93,000",
="06078 ","大華BK          ","92,000","0","92,000",
"3376  ","新日興          ","91,000","0","91,000",
="05352 ","富邦65          ","90,000","0","90,000",
