"097年01月08日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="07774 ","統一K6          ","18,065,000","565,000","17,500,000",
="07777 ","群益MX          ","17,640,000","140,000","17,500,000",
="07778 ","寶來L9          ","17,879,000","379,000","17,500,000",
="07781 ","康和BS          ","18,034,000","534,000","17,500,000",
="07782 ","寶來M4          ","18,070,000","570,000","17,500,000",
="07785 ","寶來M7          ","19,114,000","1,614,000","17,500,000",
="07779 ","康和BQ          ","18,638,000","1,141,000","17,497,000",
="07783 ","寶來M5          ","19,863,000","2,383,000","17,480,000",
="07773 ","統一K5          ","18,209,000","815,000","17,394,000",
="07765 ","大華FM          ","14,743,000","261,000","14,482,000",
="07764 ","大華FL          ","15,353,000","1,052,000","14,301,000",
="07769 ","統一K1          ","15,093,000","1,088,000","14,005,000",
="07771 ","統一K3          ","14,746,000","741,000","14,005,000",
="07762 ","大華FJ          ","14,716,000","716,000","14,000,000",
="07767 ","統一J8          ","14,541,000","541,000","14,000,000",
="07775 ","統一K7          ","14,937,000","937,000","14,000,000",
="07784 ","寶來M6          ","17,011,000","3,011,000","14,000,000",
="07763 ","大華FK          ","15,953,000","1,954,000","13,999,000",
="07776 ","統一K8          ","14,185,000","190,000","13,995,000",
="07761 ","日盛LW          ","14,581,000","590,000","13,991,000",
="07772 ","統一K4          ","14,875,000","890,000","13,985,000",
="07768 ","統一J9          ","14,605,000","630,000","13,975,000",
="08017 ","群益GZ          ","14,045,000","79,000","13,966,000",
="07766 ","大華FN          ","13,930,000","0","13,930,000",
"2002  ","中鋼            ","3,225,000","929,000","2,296,000",
="05944P","超眾元大87售05  ","2,413,000","150,000","2,263,000",
"2618  ","長榮航          ","2,596,000","716,000","1,880,000",
="0053  ","元大電子        ","2,008,000","190,000","1,818,000",
="06289 ","元大F9          ","1,791,000","55,000","1,736,000",
"2006  ","東和鋼鐵        ","1,668,000","31,000","1,637,000",
"5854  ","合庫            ","1,787,000","178,000","1,609,000",
"2885  ","元大金          ","2,228,000","688,000","1,540,000",
"2882  ","國泰金          ","2,261,000","735,000","1,526,000",
="07001 ","國票BD          ","1,658,000","307,000","1,351,000",
"2610  ","華航            ","1,671,000","353,000","1,318,000",
"2371  ","大同            ","2,038,000","811,000","1,227,000",
="05224 ","統一HL          ","1,219,000","26,000","1,193,000",
"1301  ","台塑            ","1,022,000","8,000","1,014,000",
="06519 ","永豐KA          ","1,001,000","34,000","967,000",
="06308 ","永昌HX          ","1,087,000","131,000","956,000",
"1802  ","台玻            ","932,000","51,000","881,000",
"1718  ","中纖            ","984,000","203,000","781,000",
="05921 ","永昌HK          ","2,013,000","1,240,000","773,000",
"1101  ","台泥            ","1,524,000","765,000","759,000",
"2603  ","長榮            ","1,745,000","1,015,516","729,484",
"2615  ","萬海            ","1,155,000","469,000","686,000",
="05926 ","永昌HQ          ","654,000","1,000","653,000",
="06171 ","兆豐09          ","652,000","0","652,000",
="05669 ","元大NE          ","599,000","0","599,000",
="07263P","鴻海統一8A售06  ","857,000","288,000","569,000",
="06077 ","大華BJ          ","2,963,000","2,410,000","553,000",
="06774 ","日盛HX          ","1,097,000","572,000","525,000",
="06563 ","第一16          ","2,004,000","1,503,000","501,000",
="05359 ","永豐DB          ","1,121,000","639,000","482,000",
"2609  ","陽明            ","1,153,000","671,000","482,000",
="05553 ","台証80          ","506,000","35,000","471,000",
="05635 ","大華AR          ","595,000","140,000","455,000",
="07025 ","富邦F2          ","886,000","439,000","447,000",
="06083 ","永豐GU          ","455,000","12,000","443,000",
="06613 ","日盛HD          ","2,036,000","1,604,000","432,000",
"1229  ","聯華            ","507,000","79,000","428,000",
="06059 ","元富BY          ","779,000","353,000","426,000",
="06248 ","凱基LR          ","458,000","34,000","424,000",
"6116  ","彩晶            ","448,000","27,000","421,000",
"9945  ","潤泰新          ","909,000","493,000","416,000",
="05973 ","國泰CR          ","407,000","0","407,000",
="06863 ","大華NE          ","2,497,000","2,097,000","400,000",
"2499  ","東貝            ","400,000","0","400,000",
"2915  ","潤泰全          ","457,000","77,000","380,000",
="06819 ","日盛ID          ","378,000","7,000","371,000",
="06284 ","永豐HP          ","369,000","0","369,000",
="05753 ","凱基KG          ","452,000","86,000","366,000",
="05792 ","日盛FL          ","357,000","0","357,000",
="05694 ","台証88          ","371,000","20,000","351,000",
="05275 ","永豐CH          ","419,000","69,000","350,000",
="05731 ","永豐DR          ","562,000","212,000","350,000",
"3231  ","緯創            ","399,000","49,000","350,000",
"2606  ","裕民            ","430,000","92,000","338,000",
="07136P","揚明光國泰8A售01","903,000","570,000","333,000",
"2812  ","台中銀          ","334,000","4,000","330,000",
="05782 ","元富BH          ","331,000","7,000","324,000",
="05533 ","大華AB          ","331,000","21,000","310,000",
="05602 ","永豐EG          ","361,000","54,000","307,000",
="07706 ","大華FG          ","1,687,000","1,384,000","303,000",
="06303 ","永昌HS          ","871,000","571,000","300,000",
="05732 ","統一32          ","353,000","55,000","298,000",
"2538  ","基泰            ","284,000","10,000","274,000",
"2883  ","開發金          ","384,000","113,000","271,000",
="05804 ","永昌HG          ","297,000","33,000","264,000",
="06271 ","統一88          ","260,000","6,000","254,000",
="05775 ","國泰CM          ","249,000","0","249,000",
="06199 ","兆豐AT          ","260,000","24,000","236,000",
="05351 ","富邦64          ","265,000","30,000","235,000",
="05824 ","群益HF          ","230,000","0","230,000",
="06072 ","富邦91          ","408,000","179,000","229,000",
"2886  ","兆豐金          ","258,000","31,000","227,000",
="06047 ","寶來20          ","220,000","0","220,000",
"2605  ","新興            ","222,000","3,000","219,000",
"2201  ","裕隆            ","249,000","35,000","214,000",
="06599 ","富邦C1          ","2,610,000","2,397,000","213,000",
="05655 ","凱基KC          ","206,000","0","206,000",
="06307 ","永昌HW          ","208,000","2,000","206,000",
="05531 ","大華N9          ","205,000","0","205,000",
="06871 ","永豐KW          ","3,319,000","3,115,000","204,000",
"6168  ","宏齊            ","210,000","6,000","204,000",
="06288 ","元大F8          ","200,000","0","200,000",
="05424 ","元大MH          ","218,000","20,000","198,000",
="07105 ","日盛KC          ","233,000","35,000","198,000",
"5608  ","四維航          ","191,000","1,000","190,000",
"2884  ","玉山金          ","189,000","0","189,000",
="06265 ","寶來52          ","205,000","19,000","186,000",
="06433P","滬深2X元大88售13","2,461,000","2,275,000","186,000",
="05289 ","台証58          ","215,000","30,000","185,000",
="06664 ","富邦C4          ","3,304,000","3,125,000","179,000",
="07156 ","永豐MS          ","2,049,000","1,870,000","179,000",
="06591 ","群益JV          ","614,000","436,000","178,000",
="06299 ","兆豐18          ","210,000","33,000","177,000",
"1605  ","華新            ","191,000","15,000","176,000",
"1722  ","台肥            ","516,000","343,000","173,000",
="05406 ","富邦67          ","169,000","0","169,000",
="05932 ","永豐GI          ","291,000","124,000","167,000",
="06738 ","元富DZ          ","1,890,000","1,726,000","164,000",
="07158P","玉晶光元大8A售04","160,000","0","160,000",
="07057 ","元大4C          ","367,000","214,000","153,000",
="07084 ","寶來MM          ","1,660,000","1,508,000","152,000",
="05357 ","金鼎M6          ","151,000","0","151,000",
="06205 ","元富CP          ","1,173,000","1,024,000","149,000",
="07285 ","兆豐66          ","661,000","514,000","147,000",
"2498  ","宏達電          ","251,000","105,000","146,000",
="05719 ","永豐FC          ","159,000","15,000","144,000",
="05906 ","寶來06          ","148,000","5,000","143,000",
="06931 ","統一F2          ","349,000","207,000","142,000",
="06311 ","大華BW          ","141,000","1,000","140,000",
="06033 ","群益IC          ","1,664,000","1,525,000","139,000",
"5522  ","遠雄            ","160,000","23,000","137,000",
="05857 ","兆豐NU          ","129,000","0","129,000",
"9933  ","中鼎            ","141,000","15,000","126,000",
"2311  ","日月光          ","482,000","359,000","123,000",
"3037  ","欣興            ","194,000","72,000","122,000",
="05698 ","兆豐AM          ","121,000","0","121,000",
"1712  ","興農            ","133,000","12,000","121,000",
"1326  ","台化            ","364,000","244,000","120,000",
="07073 ","日盛JW          ","870,000","751,000","119,000",
="07492 ","大華EU          ","449,000","330,000","119,000",
"9907  ","統一實          ","158,000","41,000","117,000",
="06905P","台積電元大89售18","114,000","0","114,000",
="07275 ","工銀IF          ","411,000","299,000","112,000",
="06662 ","富邦C2          ","761,000","650,000","111,000",
="05656 ","凱基KD          ","129,000","20,000","109,000",
"6139  ","亞翔            ","116,000","7,000","109,000",
="05354 ","統一NZ          ","106,000","0","106,000",
="06439 ","凱基MJ          ","107,000","2,000","105,000",
"5388  ","中磊            ","110,000","5,000","105,000",
="07445 ","統一I1          ","775,000","672,000","103,000",
"2031  ","新光鋼          ","102,000","0","102,000",
="0050  ","元大台灣50      ","1,429,000","1,328,000","101,000",
="07089 ","寶來MS          ","1,642,000","1,541,000","101,000",
="05554 ","台証81          ","152,000","52,000","100,000",
="05835 ","永豐FQ          ","100,000","0","100,000",
="05915 ","元富BU          ","101,000","1,000","100,000",
="05919 ","永昌HH          ","100,000","0","100,000",
="05928 ","永豐GE          ","100,000","0","100,000",
="06081 ","永豐GS          ","139,000","40,000","99,000",
="06331 ","永豐HY          ","99,000","0","99,000",
="06746 ","統一D6          ","834,000","735,000","99,000",
="06417 ","元大J1          ","98,000","0","98,000",
="07329 ","永昌KF          ","1,717,000","1,620,000","97,000",
="07049 ","群益LM          ","133,000","37,000","96,000",
="07264 ","永豐NY          ","651,000","555,000","96,000",
="07231 ","富邦G4          ","527,000","433,000","94,000",
="05739 ","群益GY          ","140,000","50,000","90,000",
="06261 ","富邦A9          ","90,000","0","90,000",
="07669 ","永豐68          ","1,475,000","1,385,000","90,000",
"9921  ","巨大            ","103,000","13,000","90,000",
="06573 ","元富KV          ","1,322,000","1,234,000","88,000",
="06431P","玉晶光永豐88售03","468,000","381,000","87,000",
="06603P","世紀鋼國票89售01","1,396,000","1,310,000","86,000",
"5534  ","長虹            ","105,000","19,000","86,000",
"2349  ","錸德            ","100,000","15,000","85,000",
"3059  ","華晶科          ","92,000","8,000","84,000",
="07314 ","元大5L          ","1,369,000","1,286,000","83,000",
="07419 ","大華EK          ","686,000","603,000","83,000",
="07606 ","一銀33          ","192,000","109,000","83,000",
="07334 ","群益MH          ","875,000","793,000","82,000",
"2890  ","永豐金          ","108,000","27,000","81,000",
="05404 ","國票M5          ","80,000","0","80,000",
="07086 ","寶來MP          ","962,000","882,000","80,000",
="07529 ","元大6Q          ","1,189,000","1,111,000","78,000",
"2489  ","瑞軒            ","97,000","20,000","77,000",
"2350  ","環電            ","506,000","429,625","76,375",
="06441 ","凱基ML          ","141,000","65,000","76,000",
="07402P","瑞昱元大8A售01  ","1,003,000","927,000","76,000",
"3376  ","新日興          ","84,000","9,000","75,000",
="06402 ","元大J9          ","150,000","78,000","72,000",
"1904  ","正隆            ","93,000","21,000","72,000",
="06222 ","永豐ET          ","420,000","349,000","71,000",
"3443  ","創意            ","82,000","11,000","71,000",
="06791 ","兆豐DA          ","1,558,000","1,489,000","69,000",
="06779 ","日盛IC          ","198,000","130,000","68,000",
="05311 ","康和AK          ","66,000","0","66,000",
="07618 ","統一I6          ","2,718,000","2,652,000","66,000",
"6191  ","精成科          ","77,000","11,000","66,000",
="06157 ","亞東ET          ","66,000","1,000","65,000",
="06934 ","兆豐42          ","268,000","203,000","65,000",
"1103  ","嘉泥            ","63,000","0","63,000",
"3006  ","晶豪科          ","93,000","30,000","63,000",
"1104  ","環泥            ","81,000","19,000","62,000",
="06721 ","工銀HT          ","961,000","900,000","61,000",
"2601  ","益航            ","137,000","76,000","61,000",
="05386 ","統一07          ","60,000","0","60,000",
="06314 ","大華CA          ","60,000","0","60,000",
="06474 ","永豐JV          ","1,208,000","1,148,000","60,000",
="06525 ","康和BA          ","892,000","832,000","60,000",
="06882 ","元大3D          ","237,000","177,000","60,000",
="05723 ","元大NP          ","213,000","154,000","59,000",
="06914 ","工銀HV          ","1,060,000","1,001,000","59,000",
="06517 ","大華MF          ","1,341,000","1,283,000","58,000",
="06725 ","統一C9          ","1,377,000","1,319,000","58,000",
"2485  ","兆赫            ","141,000","83,000","58,000",
="05362 ","永豐DE          ","58,000","1,000","57,000",
="07104 ","日盛KB          ","914,000","857,000","57,000",
"2439  ","美律            ","80,000","23,000","57,000",
"2515  ","中工            ","97,000","41,000","56,000",
="06213 ","群益IS          ","518,000","463,000","55,000",
="07433 ","兆豐78          ","732,000","677,000","55,000",
"5203  ","訊連            ","89,000","34,000","55,000",
="07358P","南亞科群益8C售02","301,000","247,000","54,000",
="07427 ","兆豐72          ","155,000","101,000","54,000",
="07376P","聯發科統一8B售01","1,291,000","1,238,000","53,000",
="07426 ","兆豐71          ","453,000","400,000","53,000",
"2881  ","富邦金          ","1,655,000","1,602,000","53,000",
="06461 ","永豐JH          ","590,000","538,000","52,000",
"1201  ","味全            ","69,000","17,000","52,000",
="05408 ","富邦69          ","51,000","0","51,000",
="05871 ","寶來GY          ","51,000","0","51,000",
="07091 ","寶來MU          ","1,260,000","1,209,000","51,000",
="05492 ","國泰BY          ","84,000","34,000","50,000",
="06012 ","工銀GT          ","60,000","10,000","50,000",
="06061 ","元富CA          ","50,000","0","50,000",
="06141 ","國票N4          ","50,000","0","50,000",
="06388 ","國票AD          ","50,000","0","50,000",
="06715 ","群益KA          ","1,345,000","1,295,000","50,000",
"6192  ","巨路            ","53,000","3,000","50,000",
="06078 ","大華BK          ","60,000","11,000","49,000",
="06592 ","富邦B3          ","50,000","1,000","49,000",
="07214 ","大華DS          ","241,000","192,000","49,000",
="07408 ","永豐46          ","297,000","248,000","49,000",
"2849  ","安泰銀          ","83,000","34,000","49,000",
"2913  ","農林            ","80,000","32,000","48,000",
="06735 ","元富DW          ","458,000","411,000","47,000",
="06246 ","凱基LP          ","978,000","932,000","46,000",
="06532 ","寶來KH          ","106,000","60,000","46,000",
="05815 ","統一40          ","91,000","46,000","45,000",
="06678 ","寶來LI          ","95,000","51,000","44,000",
="07191 ","永豐MZ          ","840,000","796,000","44,000",
="05763 ","元大A2          ","203,000","160,000","43,000",
="07387 ","永豐31          ","861,000","819,000","42,000",
="06067 ","元富CG          ","1,113,000","1,072,000","41,000",
="06806 ","寶來LX          ","1,385,000","1,344,000","41,000",
"3515  ","華擎            ","44,000","3,000","41,000",
="05978 ","寶來HM          ","50,000","10,000","40,000",
="06256 ","亞東EX          ","40,000","0","40,000",
="06559 ","兆豐28          ","1,027,000","987,000","40,000",
="07409P","台積電統一8A售04","271,000","231,000","40,000",
="07562 ","群益MN          ","1,110,000","1,070,000","40,000",
="07755 ","寶來18          ","2,007,000","1,967,000","40,000",
="05278 ","永豐CK          ","82,000","43,000","39,000",
="06031P","南亞科元富87售04","136,000","97,000","39,000",
="06076 ","台証A6          ","1,236,000","1,197,000","39,000",
