"098年04月20日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"2303  ","聯電            ","6,126,000","1,216,000","4,910,000",
"2886  ","兆豐金          ","4,760,000","509,000","4,251,000",
="05558 ","寶來GK          ","5,016,000","770,000","4,246,000",
"2892  ","第一金          ","4,051,000","1,038,000","3,013,000",
"2882  ","國泰金          ","3,274,000","765,000","2,509,000",
"3009  ","奇美電          ","3,786,000","1,569,000","2,217,000",
"2609  ","陽明            ","2,547,000","332,000","2,215,000",
"2883  ","開發金          ","3,231,000","1,027,000","2,204,000",
"2618  ","長榮航          ","3,237,000","1,299,000","1,938,000",
"2337  ","旺宏            ","2,316,000","493,000","1,823,000",
"6255  ","奈普            ","1,719,000","86,000","1,633,000",
"2607  ","榮運            ","1,836,000","221,000","1,615,000",
"2890  ","永豐金          ","1,910,000","337,000","1,573,000",
"2887  ","台新金          ","2,844,000","1,476,000","1,368,000",
"3380  ","明泰            ","1,379,000","22,000","1,357,000",
"3041  ","揚智            ","1,428,000","110,000","1,318,000",
"5854  ","合庫            ","1,453,000","209,000","1,244,000",
"2610  ","華航            ","1,557,000","327,000","1,230,000",
"2891  ","中信金          ","3,508,000","2,310,000","1,198,000",
="06787P","滬深2X凱基89售11","1,787,000","672,000","1,115,000",
"2884  ","玉山金          ","1,385,000","280,000","1,105,000",
"1102  ","亞泥            ","1,195,000","139,000","1,056,000",
"2330  ","台積電          ","2,899,000","1,854,000","1,045,000",
="07476 ","永豐56          ","1,239,000","243,000","996,000",
="07153P","鴻海台新8A售02  ","1,058,000","66,000","992,000",
="08041 ","寶來LB          ","990,000","0","990,000",
"3593  ","力銘            ","1,031,000","70,000","961,000",
="07058P","鴻海國票8B售01  ","980,000","41,000","939,000",
"2888  ","新光金          ","1,294,000","410,000","884,000",
"2002  ","中鋼            ","4,925,000","4,102,000","823,000",
="07245 ","元富FX          ","838,000","30,000","808,000",
"1605  ","華新            ","1,202,000","400,000","802,000",
="07167P","新日興康和8A售01","926,000","127,000","799,000",
"2880  ","華南金          ","1,167,000","369,000","798,000",
"2881  ","富邦金          ","2,171,000","1,391,000","780,000",
"2885  ","元大金          ","2,395,000","1,701,000","694,000",
="06915P","漢唐元富89售04  ","975,000","283,000","692,000",
