"098年04月24日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="06086 ","永豐GX          ","5,136,000","0","5,136,000",
="06232 ","工銀HC          ","3,043,000","0","3,043,000",
="06154 ","亞東EQ          ","3,029,000","328,000","2,701,000",
="05416P","喬山永豐95售04  ","3,787,000","1,153,000","2,634,000",
="05665 ","群益GT          ","2,884,000","297,000","2,587,000",
"2337  ","旺宏            ","3,241,000","1,122,000","2,119,000",
="06192 ","永豐ES          ","1,391,000","0","1,391,000",
="06081 ","永豐GS          ","1,200,000","0","1,200,000",
="05556 ","台証83          ","2,862,000","1,736,000","1,126,000",
"2376  ","技嘉            ","1,100,000","42,000","1,058,000",
="06227 ","統一79          ","992,000","31,000","961,000",
="06613 ","日盛HD          ","900,000","0","900,000",
="05708 ","大華AW          ","1,107,000","219,000","888,000",
="0055  ","元大MSCI金融    ","1,753,000","878,000","875,000",
"1319  ","東陽            ","1,014,000","141,000","873,000",
"2330  ","台積電          ","3,478,000","2,706,000","772,000",
"2511  ","太子            ","785,000","39,000","746,000",
="06042 ","永豐GP          ","744,000","0","744,000",
"2607  ","榮運            ","1,103,000","396,000","707,000",
"9105  ","泰金寶-DR       ","845,000","184,000","661,000",
"9939  ","宏全            ","725,000","66,000","659,000",
="07327P","聯發科永昌8C售03","857,000","199,000","658,000",
="06470P","鴻海永昌88售02  ","937,000","288,000","649,000",
="06074 ","台証A4          ","832,000","199,000","633,000",
="07497P","健策永豐8A售02  ","2,033,000","1,424,000","609,000",
="06356 ","大華CC          ","1,316,000","716,000","600,000",
"2034  ","允強            ","644,000","54,000","590,000",
"2915  ","潤泰全          ","939,000","354,000","585,000",
="07539 ","國泰ED          ","645,000","80,000","565,000",
"1722  ","台肥            ","1,135,000","594,000","541,000",
"2888  ","新光金          ","1,995,000","1,479,000","516,000",
="07686 ","兆豐84          ","659,000","147,000","512,000",
"2481  ","強茂            ","501,000","0","501,000",
="06751P","儒鴻凱基89售05  ","505,000","40,000","465,000",
"2301  ","光寶科          ","631,000","170,000","461,000",
"3050  ","鈺德            ","457,000","7,000","450,000",
"2443  ","新利虹          ","461,000","14,000","447,000",
"2885  ","元大金          ","2,701,000","2,261,000","440,000",
="07151P","鴻海凱基8A售05  ","474,000","40,000","434,000",
="06295 ","國票AB          ","458,000","28,000","430,000",
"9904  ","寶成            ","970,000","542,000","428,000",
="06497 ","元大39          ","1,027,000","614,000","413,000",
"2823  ","中壽            ","807,000","394,000","413,000",
"3702  ","大聯大          ","688,000","279,000","409,000",
="06106 ","寶來33          ","513,000","115,000","398,000",
="05621 ","寶來MB          ","395,000","0","395,000",
="06083 ","永豐GU          ","393,000","0","393,000",
"2812  ","台中銀          ","859,000","469,000","390,000",
"2492  ","華新科          ","404,000","15,000","389,000",
"1301  ","台塑            ","707,000","321,000","386,000",
="06326 ","永豐HT          ","468,000","83,000","385,000",
="05987 ","富邦83          ","409,000","30,000","379,000",
"3059  ","華晶科          ","389,000","20,000","369,000",
="08075P","旺宏凱基8C售03  ","1,024,000","665,000","359,000",
="06402 ","元大J9          ","677,000","321,000","356,000",
="06700P","南亞科凱基89售04","891,000","535,000","356,000",
="06938 ","兆豐46          ","512,000","158,000","354,000",
="08070P","群創元富93售02  ","414,000","60,000","354,000",
"1201  ","味全            ","458,000","110,000","348,000",
"2548  ","華固            ","508,000","163,000","345,000",
"2454  ","聯發科          ","650,000","307,000","343,000",
="07199 ","元富MH          ","575,000","234,000","341,000",
="06931 ","統一F2          ","336,000","0","336,000",
"2547  ","日勝生          ","333,000","7,000","326,000",
="07759 ","日盛LU          ","339,000","17,000","322,000",
="06664 ","富邦C4          ","1,126,000","817,000","309,000",
"1504  ","東元            ","397,000","89,000","308,000",
="06036 ","大華BH          ","391,000","84,000","307,000",
"3042  ","晶技            ","316,000","16,000","300,000",
="06726 ","統一D1          ","385,000","87,000","298,000",
="07618 ","統一I6          ","508,000","214,000","294,000",
="07665 ","群益MS          ","343,000","60,000","283,000",
