"098年09月17日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="0050  ","元大台灣50      ","7,910,000","1,884,000","6,026,000",
="04102 ","永豐6H          ","5,043,000","1,249,000","3,794,000",
"2511  ","太子            ","3,202,000","0","3,202,000",
"2520  ","冠德            ","3,221,000","19,000","3,202,000",
"3474  ","華亞科          ","2,986,000","121,000","2,865,000",
"2352  ","佳世達          ","2,229,000","112,000","2,117,000",
"2603  ","長榮            ","2,128,000","175,000","1,953,000",
"1904  ","正隆            ","2,472,000","600,000","1,872,000",
"1314  ","中石化          ","2,252,000","409,000","1,843,000",
="03339 ","工銀JD          ","1,602,000","78,000","1,524,000",
="04224 ","永豐7D          ","1,974,000","586,000","1,388,000",
"2881  ","富邦金          ","2,338,000","999,000","1,339,000",
="04571 ","寶來DY          ","1,436,000","166,000","1,270,000",
="07510 ","日盛LM          ","1,247,000","0","1,247,000",
="04045 ","日盛25          ","1,313,000","90,000","1,223,000",
="08227 ","群益EI          ","1,090,000","11,000","1,079,000",
"1402  ","遠東新          ","1,571,000","530,000","1,041,000",
"2834  ","臺企銀          ","1,376,000","345,000","1,031,000",
"9105  ","泰金寶-DR       ","1,473,000","485,000","988,000",
="04052 ","元大95          ","1,126,000","145,000","981,000",
="04024 ","兆豐F3          ","921,000","21,000","900,000",
="04090 ","永豐6F          ","1,642,000","744,000","898,000",
"1217  ","愛之味          ","901,000","50,000","851,000",
="04202 ","元大BD          ","946,000","100,000","846,000",
"2882  ","國泰金          ","1,380,000","537,000","843,000",
="07489 ","大華ER          ","1,198,000","382,000","816,000",
="04041 ","日盛21          ","852,000","48,000","804,000",
="07826 ","元富HE          ","803,000","0","803,000",
="07603 ","寶來NV          ","800,000","0","800,000",
"2328  ","廣宇            ","1,015,000","219,000","796,000",
="08130 ","群益J7          ","859,000","104,000","755,000",
"2363  ","矽統            ","2,778,000","2,023,000","755,000",
"1312  ","國喬            ","751,000","0","751,000",
="04073 ","元大AA          ","1,107,000","371,000","736,000",
="08140P","大立光元大8B售19","966,000","245,000","721,000",
="03267 ","寶來69          ","716,000","1,000","715,000",
="03487 ","元大37          ","1,093,000","382,000","711,000",
"2607  ","榮運            ","921,000","219,000","702,000",
="07648 ","凱基29          ","850,000","155,000","695,000",
="03864 ","永豐5E          ","724,000","62,000","662,000",
="03855 ","元大81          ","862,000","205,000","657,000",
="07831 ","國泰EU          ","647,000","0","647,000",
"2888  ","新光金          ","1,157,000","512,000","645,000",
="0055  ","元大MSCI金融    ","843,000","210,000","633,000",
="04088 ","永豐6D          ","677,000","72,000","605,000",
="07501P","台積電富邦8B售03","604,000","0","604,000",
="03888 ","統一CC          ","835,000","250,000","585,000",
="04232 ","國泰GG          ","705,000","120,000","585,000",
"1909  ","榮成            ","599,000","20,000","579,000",
="03176 ","元大9W          ","562,000","0","562,000",
"2350  ","環電            ","1,171,000","619,000","552,000",
="03570 ","凱基BY          ","846,000","311,000","535,000",
="04131 ","兆豐G5          ","759,000","236,000","523,000",
="03164 ","統一BF          ","518,000","0","518,000",
="07507 ","日盛LJ          ","516,000","0","516,000",
="04374 ","元大CF          ","685,000","172,000","513,000",
="03527 ","永豐3B          ","560,000","50,000","510,000",
="03495 ","凱基1V          ","534,000","30,000","504,000",
="07766 ","大華FN          ","520,000","25,000","495,000",
="04501P","元油2X元富98售07","494,000","2,000","492,000",
"3189  ","景碩            ","508,000","21,000","487,000",
="08231 ","日盛DA          ","828,000","351,000","477,000",
="03503 ","元大48          ","490,000","16,000","474,000",
"8131  ","福懋科          ","482,000","10,319","471,681",
"2107  ","厚生            ","471,000","0","471,000",
="03345 ","元富KK          ","714,000","244,000","470,000",
"2547  ","日勝生          ","533,000","67,000","466,000",
="03559 ","大華JE          ","617,000","152,000","465,000",
="0061  ","元大寶滬深      ","963,000","500,000","463,000",
="04415 ","永豐8F          ","697,000","235,000","462,000",
="03168 ","群益G8          ","674,000","217,000","457,000",
"3080  ","威力盟          ","771,000","314,000","457,000",
="03577 ","永豐3W          ","455,000","0","455,000",
"2337  ","旺宏            ","974,000","526,000","448,000",
="07851 ","永豐90          ","468,000","25,000","443,000",
"3481  ","群創            ","858,000","415,000","443,000",
"3017  ","奇鋐            ","489,000","55,000","434,000",
="03630 ","群益38          ","423,000","1,000","422,000",
="03101 ","元大9J          ","420,000","0","420,000",
="07528 ","元大6P          ","411,000","0","411,000",
="03485 ","元大35          ","449,000","45,000","404,000",
="03718 ","元大CY          ","417,000","15,000","402,000",
="04072 ","元大99          ","1,001,000","602,000","399,000",
"8078  ","華寶            ","771,000","379,000","392,000",
="04513 ","兆豐K1          ","467,000","76,000","391,000",
="07832 ","大華FQ          ","384,000","0","384,000",
="04094 ","凱基DZ          ","409,000","35,000","374,000",
"1504  ","東元            ","517,000","150,000","367,000",
="0060  ","新台灣          ","366,000","0","366,000",
="04022 ","兆豐F1          ","410,000","45,000","365,000",
="04541 ","元大CS          ","500,000","139,000","361,000",
="03417 ","富邦AL          ","429,000","70,000","359,000",
="04587 ","國泰GY          ","449,000","94,000","355,000",
"1303  ","南亞            ","573,000","220,000","353,000",
="04518 ","兆豐K6          ","352,000","0","352,000",
="04355 ","群益70          ","353,000","5,000","348,000",
="04488 ","康和DN          ","728,000","385,000","343,000",
"3380  ","明泰            ","342,000","0","342,000",
="03027 ","富邦M4          ","340,000","0","340,000",
="07430 ","兆豐75          ","340,000","0","340,000",
="07716 ","台証KG          ","337,000","0","337,000",
="03282 ","寶來84          ","892,000","557,000","335,000",
"2538  ","基泰            ","351,000","20,000","331,000",
="04060 ","大華LN          ","338,000","10,000","328,000",
="04788 ","元富MF          ","327,000","0","327,000",
="04106 ","永豐6M          ","438,000","114,000","324,000",
="03865 ","永豐5F          ","334,000","11,000","323,000",
="04152 ","日盛27          ","322,000","0","322,000",
="04858 ","凱基6X          ","328,000","13,000","315,000",
="03558 ","日盛NN          ","339,000","30,000","309,000",
"2489  ","瑞軒            ","657,000","348,000","309,000",
"6282  ","康舒            ","326,000","20,000","306,000",
="03805 ","大華KT          ","305,000","0","305,000",
"1102  ","亞泥            ","838,000","536,000","302,000",
="04878P","國巨康和94售02  ","298,000","0","298,000",
="03646 ","大華JQ          ","299,000","2,000","297,000",
="03087 ","元富JN          ","295,000","0","295,000",
="03574 ","永豐3T          ","332,000","39,000","293,000",
="04861 ","亞東JV          ","388,000","99,000","289,000",
"3576  ","聯合再生        ","305,000","19,250","285,750",
="03326 ","元大23          ","278,000","0","278,000",
="03072 ","統一AP          ","694,000","418,000","276,000",
="07985 ","統一AH          ","328,000","52,000","276,000",
="03411P","瑞儀國票93售01  ","484,000","212,000","272,000",
="04184 ","凱基3Y          ","327,000","56,000","271,000",
="03649P","聯發科國泰93售02","421,000","151,000","270,000",
="07993 ","元大9D          ","290,000","20,000","270,000",
="03791 ","元富83          ","273,000","5,000","268,000",
="04568 ","永豐8W          ","561,000","293,000","268,000",
="05015 ","國票M2          ","272,000","4,000","268,000",
"1101  ","台泥            ","370,000","102,000","268,000",
="03552 ","日盛NH          ","1,126,000","859,000","267,000",
="03561 ","大華JG          ","485,000","220,000","265,000",
="04080 ","元大AH          ","415,000","150,000","265,000",
="03502 ","元大47          ","297,000","33,000","264,000",
="03922 ","富邦CJ          ","379,000","116,000","263,000",
"3041  ","揚智            ","411,000","149,000","262,000",
="03874P","臺股指群益95售01","260,000","0","260,000",
"1907  ","永豐餘          ","304,000","46,000","258,000",
="03568 ","永豐3M          ","666,000","409,000","257,000",
="03163 ","統一BE          ","254,000","0","254,000",
="03671 ","寶來99          ","277,000","24,000","253,000",
="04926 ","元大EX          ","465,000","212,000","253,000",
="04487 ","康和DM          ","250,000","0","250,000",
"8008  ","建興電          ","588,000","341,000","247,000",
"3045  ","台灣大          ","756,000","510,000","246,000",
="03434 ","永豐2R          ","245,000","0","245,000",
="04450P","京元電凱基94售01","250,000","5,000","245,000",
="07934 ","元大L9          ","291,000","47,000","244,000",
="05026 ","日盛86          ","241,000","0","241,000",
="04678 ","元富MA          ","508,000","270,000","238,000",
="04018 ","兆豐E6          ","511,000","274,000","237,000",
="04156 ","日盛31          ","239,000","2,000","237,000",
="03476 ","工銀JG          ","414,000","180,000","234,000",
="03832 ","工銀KB          ","233,000","0","233,000",
="07624 ","富邦J5          ","232,000","0","232,000",
="03381P","台積電凱基92售12","868,000","638,000","230,000",
="07924 ","大華FY          ","240,000","10,000","230,000",
="03199 ","統一BL          ","616,000","389,000","227,000",
="03343 ","元富KH          ","1,027,000","802,000","225,000",
="07909 ","元富HN          ","225,000","0","225,000",
="03821 ","群益AL          ","224,000","0","224,000",
="03820 ","兆豐B9          ","266,000","45,000","221,000",
="03547 ","日盛NC          ","225,000","5,000","220,000",
="03735 ","日盛01          ","230,000","10,000","220,000",
="03774 ","永豐4N          ","220,000","0","220,000",
="04393P","牧德凱基94售06  ","275,000","55,000","220,000",
"6269  ","台郡            ","233,000","15,000","218,000",
"2101  ","南港            ","274,000","57,000","217,000",
="08132 ","寶來AL          ","218,000","3,000","215,000",
