"097年03月20日 自營商買賣超彙總表"
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
="03644 ","大華JN          ","14,901,000","470,000","14,431,000",
="03646 ","大華JQ          ","14,705,000","455,000","14,250,000",
="03647 ","大華JR          ","14,357,000","107,000","14,250,000",
="03649 ","大華JT          ","14,370,000","166,000","14,204,000",
="03648 ","大華JS          ","14,860,000","670,000","14,190,000",
="03645 ","大華JP          ","14,835,000","726,000","14,109,000",
="03631 ","群益39          ","14,966,000","916,000","14,050,000",
="03635 ","永昌LA          ","14,239,000","189,000","14,050,000",
="03632 ","群益40          ","14,123,000","93,000","14,030,000",
="03634 ","永昌KZ          ","14,321,000","291,000","14,030,000",
="03625 ","國票BL          ","14,596,000","596,000","14,000,000",
="03627 ","國票BN          ","15,340,000","1,340,000","14,000,000",
="03638 ","永昌LD          ","14,805,000","805,000","14,000,000",
="03642 ","大華JL          ","14,074,000","74,000","14,000,000",
="03624 ","國票BK          ","15,766,000","1,781,000","13,985,000",
="03626 ","國票BM          ","14,777,000","804,000","13,973,000",
="03639 ","永昌LE          ","15,304,000","1,336,000","13,968,000",
="03637 ","永昌LC          ","15,062,000","1,107,000","13,955,000",
="03636 ","永昌LB          ","14,036,000","86,000","13,950,000",
="03641 ","大華JK          ","16,205,000","2,265,000","13,940,000",
="03643 ","大華JM          ","17,076,000","3,140,000","13,936,000",
="03633 ","群益41          ","13,901,000","1,000","13,900,000",
"2881  ","富邦金          ","10,901,000","1,347,000","9,554,000",
"2892  ","第一金          ","6,765,000","1,243,000","5,522,000",
"2330  ","台積電          ","4,563,000","160,009","4,402,991",
"2371  ","大同            ","5,077,000","852,000","4,225,000",
"2888  ","新光金          ","4,092,000","174,000","3,918,000",
"2883  ","開發金          ","4,209,000","313,000","3,896,000",
="06541 ","寶來KR          ","3,472,000","0","3,472,000",
"5854  ","合庫            ","4,732,000","1,671,000","3,061,000",
"2409  ","友達            ","3,884,000","1,116,000","2,768,000",
"2801  ","彰銀            ","3,015,000","436,000","2,579,000",
"2891  ","中信金          ","3,627,000","1,354,000","2,273,000",
"2303  ","聯電            ","1,956,000","53,000","1,903,000",
"2412  ","中華電          ","1,910,000","40,000","1,870,000",
"2882  ","國泰金          ","4,828,000","3,240,000","1,588,000",
"3009  ","奇美電          ","4,217,000","2,673,000","1,544,000",
"2887  ","台新金          ","2,008,000","465,000","1,543,000",
="05857 ","兆豐NU          ","1,524,000","0","1,524,000",
="06271 ","統一88          ","1,808,000","301,000","1,507,000",
"1718  ","中纖            ","1,570,000","83,000","1,487,000",
"2317  ","鴻海            ","1,568,000","136,000","1,432,000",
"2886  ","兆豐金          ","1,649,000","244,000","1,405,000",
"1314  ","中石化          ","1,906,000","524,000","1,382,000",
"9945  ","潤泰新          ","1,458,000","183,000","1,275,000",
"1101  ","台泥            ","1,468,000","228,000","1,240,000",
"2002  ","中鋼            ","3,101,000","1,894,000","1,207,000",
"2890  ","永豐金          ","2,617,000","1,411,000","1,206,000",
="06395 ","日盛GW          ","1,232,000","38,000","1,194,000",
"1308  ","亞聚            ","1,215,000","23,000","1,192,000",
"1104  ","環泥            ","1,100,000","30,000","1,070,000",
"2201  ","裕隆            ","1,968,000","900,000","1,068,000",
="07637 ","凱基20          ","2,600,000","1,610,000","990,000",
"1402  ","遠東新          ","1,689,000","735,000","954,000",
"2501  ","國建            ","933,000","101,000","832,000",
="03203 ","兆豐FQ          ","2,199,000","1,421,000","778,000",
"1301  ","台塑            ","1,100,000","392,000","708,000",
="05904 ","第一04          ","697,000","0","697,000",
"2880  ","華南金          ","1,056,000","375,000","681,000",
"2324  ","仁寶            ","623,000","15,000","608,000",
"2325  ","矽品            ","808,000","208,000","600,000",
"2408  ","南亞科          ","622,000","37,000","585,000",
"3481  ","群創            ","596,000","24,000","572,000",
="01003T","兆豐新光R1      ","550,000","0","550,000",
="06595 ","富邦B6          ","1,678,000","1,130,000","548,000",
"2311  ","日月光          ","664,000","121,000","543,000",
"1905  ","華紙            ","734,000","229,000","505,000",
"2101  ","南港            ","545,000","44,000","501,000",
="07705 ","大華FF          ","2,024,000","1,534,000","490,000",
="07248 ","元富GA          ","486,000","20,000","466,000",
"1303  ","南亞            ","1,068,000","607,000","461,000",
="0059  ","富邦金融        ","1,196,000","750,000","446,000",
"2454  ","聯發科          ","534,000","92,000","442,000",
"2836  ","高雄銀          ","440,000","10,000","430,000",
"2327  ","國巨            ","448,000","20,000","428,000",
"2357  ","華碩            ","745,000","324,000","421,000",
"6116  ","彩晶            ","551,000","133,000","418,000",
="07373 ","大華EJ          ","3,920,000","3,520,000","400,000",
="06768 ","大華DA          ","399,000","0","399,000",
="07471 ","永豐51          ","1,174,000","783,000","391,000",
"2353  ","宏碁            ","419,000","32,000","387,000",
"2607  ","榮運            ","503,000","132,000","371,000",
"2031  ","新光鋼          ","379,000","18,000","361,000",
"2301  ","光寶科          ","360,000","13,000","347,000",
="07432 ","兆豐77          ","1,060,000","739,000","321,000",
="06159 ","第一05          ","318,000","0","318,000",
"2354  ","鴻準            ","325,000","12,000","313,000",
"2534  ","宏盛            ","330,000","30,000","300,000",
"2823  ","中壽            ","334,000","39,000","295,000",
="03101 ","元大9J          ","1,624,000","1,331,000","293,000",
="07561 ","工銀IU          ","321,000","29,000","292,000",
="07847 ","永豐86          ","653,000","366,000","287,000",
"2382  ","廣達            ","298,000","14,000","284,000",
="03242 ","統一BT          ","1,216,000","933,000","283,000",
="06858 ","日盛IY          ","413,000","132,000","281,000",
"3045  ","台灣大          ","288,000","11,000","277,000",
"2545  ","皇翔            ","293,000","21,000","272,000",
"9904  ","寶成            ","433,000","166,000","267,000",
"2308  ","台達電          ","272,000","10,000","262,000",
"1444  ","力麗            ","300,000","39,000","261,000",
="07288 ","大華15          ","308,000","50,000","258,000",
"3474  ","華亞科          ","266,000","11,000","255,000",
="07868 ","元大8T          ","751,000","501,000","250,000",
"2812  ","台中銀          ","349,000","105,000","244,000",
="0057  ","富邦摩台        ","447,000","213,000","234,000",
"1409  ","新纖            ","331,000","98,000","233,000",
="07401 ","永豐39          ","230,000","0","230,000",
="07271 ","永豐06          ","1,230,000","1,005,000","225,000",
="03011 ","元富JB          ","2,624,000","2,400,000","224,000",
"1326  ","台化            ","725,000","508,000","217,000",
="03144 ","統一AW          ","1,354,000","1,140,000","214,000",
="03214 ","元大12          ","1,486,000","1,276,000","210,000",
="06099 ","工銀GW          ","2,057,000","1,850,000","207,000",
="07711 ","統一J5          ","1,839,000","1,632,000","207,000",
"2356  ","英業達          ","228,000","22,000","206,000",
="06344P","欣興國票88售03  ","200,000","0","200,000",
="07709 ","統一J3          ","736,000","538,000","198,000",
="07645 ","凱基26          ","469,000","273,000","196,000",
="07867 ","元大8S          ","1,832,000","1,639,000","193,000",
="06228 ","凱基54          ","275,000","84,000","191,000",
="03402 ","群益03          ","965,000","783,000","182,000",
="07308 ","元大5E          ","664,000","483,000","181,000",
"1606  ","歌林            ","335,000","155,000","180,000",
"2498  ","宏達電          ","236,000","58,000","178,000",
"2347  ","聯強            ","280,000","104,000","176,000",
="07174 ","富邦F9          ","675,000","501,000","174,000",
="06259 ","富邦A7          ","171,000","0","171,000",
"1519  ","華城            ","183,000","13,000","170,000",
"1216  ","統一            ","2,042,000","1,877,000","165,000",
="07217 ","永豐NF          ","1,668,000","1,509,000","159,000",
"5471  ","松翰            ","160,000","2,000","158,000",
"1102  ","亞泥            ","528,000","372,000","156,000",
="07347 ","永豐19          ","162,000","10,000","152,000",
="01007T","兆豐國泰R2      ","150,000","0","150,000",
"2511  ","太子            ","200,000","50,000","150,000",
="03182 ","凱基93          ","772,000","627,000","145,000",
="07971 ","統一N3          ","1,005,000","860,000","145,000",
="07424 ","日盛LB          ","4,525,000","4,381,000","144,000",
"2915  ","潤泰全          ","208,000","68,000","140,000",
="05554 ","台証81          ","150,000","12,000","138,000",
"2615  ","萬海            ","258,000","124,000","134,000",
="07343 ","永豐15          ","1,109,000","977,000","132,000",
"8016  ","矽創            ","130,000","0","130,000",
"9907  ","統一實          ","210,000","83,000","127,000",
="03445 ","永昌KV          ","1,628,000","1,505,000","123,000",
"1503  ","士電            ","149,000","27,000","122,000",
="07274 ","工銀IE          ","596,000","479,000","117,000",
"2492  ","華新科          ","117,000","1,000","116,000",
="07263P","鴻海統一8A售06  ","413,000","301,000","112,000",
="03195 ","群益NT          ","1,943,000","1,832,000","111,000",
="05738 ","群益GX          ","183,000","72,000","111,000",
="06853 ","日盛IT          ","391,000","280,000","111,000",
="07849 ","永豐88          ","663,000","555,000","108,000",
="03008 ","元富HY          ","783,000","676,000","107,000",
="03388 ","大華HK          ","586,000","479,000","107,000",
="07866 ","元大8R          ","464,000","357,000","107,000",
="07793 ","亞東GC          ","893,000","791,000","102,000",
"2352  ","佳世達          ","117,000","15,000","102,000",
"3231  ","緯創            ","105,000","3,000","102,000",
="06553 ","凱基MP          ","605,000","504,000","101,000",
="07045 ","康和BJ          ","174,000","73,000","101,000",
="07422 ","大華EN          ","100,000","0","100,000",
="07355 ","凱基NQ          ","964,000","865,000","99,000",
="03077 ","第一35          ","100,000","2,000","98,000",
="07851 ","永豐90          ","178,000","81,000","97,000",
"1904  ","正隆            ","158,000","61,000","97,000",
"2474  ","可成            ","127,000","30,000","97,000",
"2884  ","玉山金          ","171,000","74,000","97,000",
"2913  ","農林            ","170,000","73,000","97,000",
="07744 ","永豐MH          ","918,000","824,000","94,000",
="03116 ","亞東GJ          ","1,332,000","1,240,000","92,000",
="06569 ","工銀HM          ","93,000","1,000","92,000",
="07628 ","富邦J9          ","91,000","0","91,000",
="03275 ","寶來77          ","612,000","522,000","90,000",
="07358P","南亞科群益8C售02","450,000","360,000","90,000",
="06539 ","寶來KP          ","88,000","0","88,000",
="03155 ","群益NR          ","691,000","605,000","86,000",
="03601P","聯發科凱基92售07","727,000","641,000","86,000",
"6239  ","力成            ","96,000","11,000","85,000",
"8008  ","建興電          ","85,000","0","85,000",
="07571 ","亞東FY          ","1,585,000","1,501,000","84,000",
="03453 ","凱基1R          ","1,439,000","1,358,000","81,000",
="07366P","台積電元大8A售08","523,000","442,000","81,000",
="03063 ","大華GK          ","1,067,000","987,000","80,000",
="07032 ","元富FC          ","80,000","0","80,000",
="07284 ","兆豐65          ","539,000","459,000","80,000",
="07992 ","元大9C          ","1,339,000","1,260,000","79,000",
="06542 ","寶來KS          ","78,000","0","78,000",
="07511 ","日盛LN          ","99,000","21,000","78,000",
="06656 ","元大66          ","88,000","13,000","75,000",
="06721 ","工銀HT          ","1,275,000","1,200,000","75,000",
="07759 ","日盛LU          ","78,000","3,000","75,000",
="07084 ","寶來MM          ","74,000","0","74,000",
="07244 ","元富FW          ","798,000","724,000","74,000",
="07796 ","亞東GF          ","1,325,000","1,251,000","74,000",
"2547  ","日勝生          ","214,000","140,000","74,000",
="03117 ","亞東GK          ","2,416,000","2,343,000","73,000",
="03283 ","寶來85          ","949,000","876,000","73,000",
="03397 ","永豐2F          ","1,294,000","1,221,000","73,000",
="07479 ","永豐59          ","1,117,000","1,045,000","72,000",
="06874 ","永豐KZ          ","1,438,000","1,368,000","70,000",
="07367 ","大華ED          ","108,000","38,000","70,000",
"6257  ","矽格            ","70,000","0","70,000",
="03169 ","群益G9          ","713,000","645,000","68,000",
="07798 ","亞東GH          ","601,000","534,000","67,000",
"2362  ","藍天            ","105,000","38,000","67,000",
="06579 ","凱基MT          ","925,000","859,000","66,000",
="07404P","臻鼎元大8A售06  ","1,183,000","1,117,000","66,000",
="07478 ","永豐58          ","1,101,000","1,035,000","66,000",
="07926 ","大華GA          ","642,000","577,000","65,000",
="03224 ","富邦N5          ","857,000","795,000","62,000",
="03099 ","元大9G          ","1,328,000","1,267,000","61,000",
="03378 ","亞東GY          ","935,000","874,000","61,000",
="06534 ","寶來KJ          ","151,000","90,000","61,000",
"2520  ","冠德            ","98,000","37,000","61,000",
="03204 ","凱基96          ","80,000","20,000","60,000",
="06994P","電子類元大89售01","571,000","511,000","60,000",
="07444 ","統一H9          ","254,000","194,000","60,000",
"2405  ","浩鑫            ","60,000","0","60,000",
"3034  ","聯詠            ","68,000","8,000","60,000",
="06602 ","亞東FG          ","1,773,000","1,714,000","59,000",
="07226 ","永豐NP          ","384,000","325,000","59,000",
="06269 ","統一86          ","58,000","0","58,000",
="06647 ","兆豐34          ","705,000","647,000","58,000",
="07112 ","日盛KJ          ","59,000","1,000","58,000",
="07117 ","永豐MC          ","903,000","845,000","58,000",
="07101 ","日盛JY          ","330,000","273,000","57,000",
="07596 ","國泰EJ          ","2,410,000","2,353,000","57,000",
="03178 ","元大9Y          ","421,000","365,000","56,000",
="07506 ","日盛LI          ","56,000","0","56,000",
"3702  ","大聯大          ","104,000","48,000","56,000",
="07409P","台積電統一8A售04","495,000","441,000","54,000",
="07809 ","日盛MA          ","1,878,000","1,824,000","54,000",
="06164 ","統一75          ","357,000","305,000","52,000",
="07389 ","永豐33          ","185,000","133,000","52,000",
"2107  ","厚生            ","80,000","28,000","52,000",
="03263 ","寶來65          ","898,000","847,000","51,000",
="07344 ","永豐16          ","1,798,000","1,747,000","51,000",
"2452  ","乾坤            ","54,000","3,000","51,000",
="03486 ","元大36          ","1,857,000","1,807,000","50,000",
="06512 ","大華CQ          ","110,000","60,000","50,000",
="07559 ","工銀IS          ","1,217,000","1,167,000","50,000",
"2439  ","美律            ","55,000","5,000","50,000",
"2606  ","裕民            ","106,000","56,000","50,000",
"2612  ","中航            ","73,000","23,000","50,000",
="03444 ","永昌KU          ","1,018,000","970,000","48,000",
="07466 ","寶來NU          ","1,229,000","1,181,000","48,000",
="07614 ","統一I2          ","806,000","758,000","48,000",
="06014 ","元大E1          ","46,000","0","46,000",
="07892 ","康和K9          ","763,000","717,000","46,000",
